index,bitstring,cost,energy,probability
11,0000000010010100100,10,30.75,0.0009765625
15,1101000010011011000,10,40.75,0.0009765625
33,0100100010011010100,10,51.0,0.0009765625
36,0000110010011000010,10,51.0,0.0009765625
41,0111001000011000110,10,51.0,0.0009765625
74,0000101000011000101,10,61.25,0.0009765625
80,1000101000010110100,10,61.5,0.0009765625
88,0011000010011000100,10,71.5,0.0009765625
95,0010000010011111110,10,71.5,0.0009765625
108,1100001000011001000,10,81.75,0.0009765625
109,0100011000011001000,10,81.75,0.0009765625
113,0001111000011001100,10,81.75,0.0009765625
116,1011001000011110010,10,81.75,0.0009765625
134,1100100010011000000,10,92.0,0.0009765625
140,0110110010011010100,10,92.0,0.0009765625
143,0001111000011011100,10,92.0,0.0009765625
151,0000011000011011010,10,92.0,0.0009765625
157,1010001000011100101,10,92.0,0.0009765625
174,1001111000011000010,10,102.25,0.0009765625
254,0000001000010111001,10,123.0,0.0009765625
331,0011101000011111011,10,153.5,0.0009765625
374,1100001000010010110,10,174.25,0.0009765625
387,1100000010011010011,10,184.25,0.0009765625
398,0111001000010101010,10,184.5,0.0009765625
428,0100111000011100001,10,204.75,0.0009765625
469,0010111000010100110,10,215.25,0.0009765625
515,0100010010010001100,10,256.25,0.0009765625
519,1111100010010111010,10,256.25,0.0009765625
520,1110101000010001110,10,256.25,0.0009765625
576,1100110010011110101,10,307.25,0.0009765625
601,1110101000010010001,10,328.0,0.0009765625
610,1101111000010011100,10,338.25,0.0009765625
619,0010011000010001001,10,348.5,0.0009765625
653,0101111000010000010,10,389.5,0.0009765625
656,0101101000010000001,10,389.5,0.0009765625
665,0001111000010100001,10,399.75,0.0009765625
669,0110001000010001101,10,399.75,0.0009765625
672,0000000010010100111,10,399.75,0.0009765625
729,0111011000011101101,10,440.5,0.0009765625
742,0110110010011010011,10,450.75,0.0009765625
772,1011101000010101011,10,471.5,0.0009765625
795,1101000010010000101,10,502.25,0.0009765625
802,0001100010010100111,10,512.5,0.0009765625
805,0111101000010000101,10,522.75,0.0009765625
858,1000011000010100011,10,574.0,0.0009765625
860,1000110010010111011,10,574.0,0.0009765625
869,1111110010010001110,10,594.5,0.0009765625
870,1110110010010010001,10,594.5,0.0009765625
905,1010010010010001011,10,635.5,0.0009765625
918,0101101000010000011,10,676.5,0.0009765625
992,0101001000010100111,10,861.0,0.0009765625
994,1101011000010110101,10,891.75,0.0009765625
1014,0110110010010011111,10,1127.5,0.0009765625
