index,bitstring,cost,energy,probability
7,1101000010011110010,10,40.75,0.0009765625
19,0100101000010001000,10,41.0,0.0009765625
23,0001100010010001100,10,41.0,0.0009765625
46,0000111000011010110,10,51.0,0.0009765625
49,0011001000011011110,10,51.0,0.0009765625
50,0100001000011111110,10,51.0,0.0009765625
51,0011000010011001001,10,51.0,0.0009765625
62,0011111000011000000,10,61.25,0.0009765625
74,0001100010011011010,10,61.25,0.0009765625
78,1100000010011010001,10,61.25,0.0009765625
89,0010000010010111000,10,61.5,0.0009765625
90,0000110010010111000,10,61.5,0.0009765625
104,0100000010011100100,10,71.5,0.0009765625
108,0011111000011010010,10,71.5,0.0009765625
113,0001110010011000110,10,71.5,0.0009765625
115,0000110010011111110,10,71.5,0.0009765625
136,0100101000011111000,10,81.75,0.0009765625
139,0011001000011010100,10,81.75,0.0009765625
142,1011001000011000010,10,81.75,0.0009765625
159,1001001000010010100,10,82.0,0.0009765625
178,0100111000011011010,10,92.0,0.0009765625
187,0000001000011011011,10,92.0,0.0009765625
190,1001010010010010000,10,92.25,0.0009765625
198,1001100010010010010,10,92.25,0.0009765625
241,0100111000011101010,10,112.5,0.0009765625
248,1001101000011111001,10,112.5,0.0009765625
252,1101000010010110100,10,112.75,0.0009765625
286,1011011000010000000,10,123.0,0.0009765625
300,0000000010010100001,10,123.0,0.0009765625
303,0001001000011100000,10,133.0,0.0009765625
327,0011111000011100001,10,133.0,0.0009765625
344,0000000010010000001,10,133.25,0.0009765625
447,1010011000011101001,10,174.0,0.0009765625
452,0010110010011010101,10,174.0,0.0009765625
508,1110101000010101010,10,194.75,0.0009765625
511,0100001000010100110,10,194.75,0.0009765625
516,0001100010010010001,10,194.75,0.0009765625
547,0111011000011110110,10,215.0,0.0009765625
563,1010010010010101010,10,215.25,0.0009765625
615,1101110010011111110,10,245.75,0.0009765625
643,0010110010010111110,10,256.25,0.0009765625
682,0101110010010100100,10,287.0,0.0009765625
687,0001110010010010110,10,287.0,0.0009765625
689,0000101000010010011,10,287.0,0.0009765625
697,1101110010010110100,10,297.25,0.0009765625
700,0101101000010110110,10,297.25,0.0009765625
747,0111111000010111100,10,328.0,0.0009765625
748,0101110010010111100,10,328.0,0.0009765625
771,0010010010010000001,10,338.25,0.0009765625
779,0110100010010001001,10,348.5,0.0009765625
787,1110101000011100111,10,358.5,0.0009765625
818,0111001000010110001,10,389.5,0.0009765625
865,0111111000010101010,10,430.5,0.0009765625
875,0101111000010111010,10,440.75,0.0009765625
916,0111001000010000101,10,502.25,0.0009765625
949,0110001000010001111,10,686.75,0.0009765625
958,1000011000010100111,10,727.75,0.0009765625
974,1101000010010101111,10,850.75,0.0009765625
