index,bitstring,cost,energy,probability
0,011100100001100000,10,10.0,0.0009765625
14,100100001001010100,10,20.5,0.0009765625
25,011100100001101100,10,30.5,0.0009765625
27,001100001001110110,10,30.5,0.0009765625
33,000000001001011000,10,30.75,0.0009765625
52,010000100001011100,10,30.75,0.0009765625
53,001100100001011100,10,30.75,0.0009765625
56,000110001001010110,10,30.75,0.0009765625
62,000000100001011001,10,30.75,0.0009765625
77,011100100001111100,10,40.75,0.0009765625
85,110000001001101101,10,40.75,0.0009765625
89,000000100001111101,10,40.75,0.0009765625
90,000000001001111101,10,40.75,0.0009765625
95,000100100001011000,10,41.0,0.0009765625
105,000010100001011100,10,41.0,0.0009765625
106,100000001001011100,10,41.0,0.0009765625
124,000000100001011101,10,41.0,0.0009765625
125,100000001001011101,10,41.0,0.0009765625
150,110001001001011000,10,51.25,0.0009765625
159,010011100001001100,10,51.25,0.0009765625
183,110100100001111100,10,61.25,0.0009765625
188,000111100001111010,10,61.25,0.0009765625
189,110110001001111010,10,61.25,0.0009765625
199,000000100001110111,10,61.25,0.0009765625
215,010100100001000010,10,61.5,0.0009765625
217,110100001001011010,10,61.5,0.0009765625
222,100000100001001110,10,61.5,0.0009765625
230,100100001001010101,10,61.5,0.0009765625
255,011100100001101101,10,71.5,0.0009765625
281,110100001001011110,10,71.75,0.0009765625
282,011000100001010001,10,71.75,0.0009765625
294,101100100001111000,10,81.75,0.0009765625
308,010011100001110001,10,81.75,0.0009765625
313,010010100001110011,10,81.75,0.0009765625
322,000110001001111111,10,81.75,0.0009765625
342,001101100001011010,10,82.0,0.0009765625
375,010111001001111010,10,92.0,0.0009765625
421,010110001001011110,10,92.25,0.0009765625
510,111111001001010000,10,112.75,0.0009765625
518,010110001001000001,10,112.75,0.0019531250000000004
525,000111001001011001,10,112.75,0.0009765625
529,011100100001010101,10,112.75,0.0009765625
578,110001001001001001,10,123.0,0.0009765625
597,000100001001011111,10,123.0,0.0009765625
626,011100100001111111,10,133.0,0.0009765625
632,010111001001011010,10,133.25,0.0009765625
659,110111001001111001,10,143.25,0.0009765625
668,010001100001111011,10,143.25,0.0009765625
671,010100001001110111,10,143.25,0.0009765625
673,110100100001101111,10,143.25,0.0009765625
706,100111001001101011,10,153.5,0.0009765625
708,101011100001111011,10,153.5,0.0009765625
722,010110001001111111,10,153.5,0.0009765625
767,111011001001001110,10,164.0,0.0009765625
848,011100100001001111,10,184.5,0.0009765625
913,011101001001110011,10,225.25,0.0009765625
914,010101100001101011,10,225.25,0.0009765625
953,011101100001111111,10,245.75,0.0009765625
