index,bitstring,cost,energy,probability
65,000000100001000111101010111000,120,2682.5,0.0009765625
81,101100001001100011000111010010,120,2762.5,0.0009765625
95,101101001001000011100000100001,120,2902.75,0.0009765625
118,101110001001110011100100101000,120,3052.75,0.0009765625
159,000110100001111111111101100101,120,3383.0,0.0009765625
171,001010001001010101011010101111,120,3453.25,0.0009765625
261,101101001001010011011010100100,120,3973.75,0.0009765625
311,010001001001111110000000001100,120,4163.75,0.0009765625
329,101001001001011100110001100100,120,4264.0,0.0009765625
343,010011001001011111001011000010,120,4304.0,0.0009765625
356,101001100001111101000101001110,120,4384.0,0.0009765625
393,110100100001110011011100000100,120,4614.25,0.0009765625
400,001101100001110110000000110001,120,4654.25,0.0009765625
500,110100001001000100010011101100,120,5245.0,0.0009765625
708,110001001001110011001100010011,120,7216.75,0.0009765625
712,001101001001110111011101010001,120,7256.75,0.0009765625
757,000101100001011100101100110110,120,7907.5,0.0009765625
942,100101100001110101011111111100,120,12161.5,0.0009765625
957,010111001001111101101000011111,120,13232.5,0.0009765625
