index,bitstring,cost,energy,probability
8,111100100001000000,0,30.75,0.0009765625
11,000010001001101011,0,40.75,0.0009765625
28,000011100001000000,0,51.25,0.0009765625
34,111000100001011010,0,51.25,0.0009765625
53,100110001001110111,0,61.25,0.0009765625
63,000010001001011011,0,61.5,0.0009765625
119,110001100001101001,0,81.75,0.0009765625
135,111010100001000000,0,82.0,0.0009765625
189,011100001001111011,0,92.0,0.0009765625
228,001000100001100110,0,102.25,0.0009765625
273,001010001001011011,0,102.5,0.0009765625
303,111110001001111101,0,112.5,0.0009765625
326,100100100001100100,0,122.75,0.0009765625
393,110011100001101011,0,133.0,0.0009765625
411,101010100001000001,0,133.25,0.0009765625
446,101001100001101101,0,143.25,0.0009765625
455,100001001001100111,0,143.25,0.0009765625
498,011001100001110011,0,153.5,0.0009765625
519,000011001001001101,0,153.75,0.0009765625
564,100011100001010001,0,164.0,0.0009765625
584,011001001001110101,0,174.0,0.0009765625
599,100001100001000001,0,174.25,0.0009765625
606,100110100001000011,0,174.25,0.0009765625
622,101011100001111111,0,184.25,0.0009765625
707,110101001001111011,0,215.0,0.0009765625
790,010011001001000101,0,235.75,0.0009765625
792,111110100001001011,0,235.75,0.0009765625
836,001001100001000111,0,256.25,0.0009765625
863,101111001001000101,0,276.75,0.0009765625
974,111101001001000011,0,410.0,0.0009765625
988,011101100001010111,0,430.5,0.0009765625
