index,bitstring,cost,energy,probability
64,1100001000010001100,10,71.75,0.0009765625
73,0101000010011001110,10,81.75,0.0009765625
102,0000000010011000010,10,92.0,0.0009765625
109,0001101000011000101,10,92.0,0.0009765625
168,0001011000011001000,10,112.5,0.0009765625
195,1111100010010100000,10,112.75,0.0009765625
227,1011001000011111101,10,122.75,0.0009765625
263,0111000010010011100,10,133.25,0.0009765625
307,1011101000011000101,10,153.5,0.0009765625
324,1000011000011001000,10,163.75,0.0009765625
346,1011001000011001000,10,174.0,0.0009765625
558,1001001000010001101,10,328.0,0.0009765625
603,0000001000010001111,10,420.25,0.0009765625
690,0011010010010101101,10,563.75,0.0009765625
924,0110010010010001111,10,1137.75,0.0009765625
