index,bitstring,cost,energy,probability
1,101100001001100010110101010,0,1281.0,0.0009765625
6,000011100001000010000010001,0,1961.75,0.0009765625
8,001110100001010000010010100,0,2001.75,0.0009765625
13,010000001001000011110010000,0,2242.0,0.0009765625
16,100111001001000010110001000,0,2242.0,0.0009765625
28,000111001001000111110100010,0,2282.0,0.0009765625
59,000111100001100011000000110,0,2682.25,0.0009765625
80,110010001001000011000111001,0,2802.5,0.0009765625
85,011010100001000010101010101,0,2802.5,0.0009765625
132,100100100001000011111011010,0,3363.0,0.0009765625
138,011100100001001010110001100,0,3403.0,0.0009765625
141,001101100001000111001000001,0,3403.0,0.0009765625
154,111000001001000011001001100,0,3643.25,0.0009765625
184,001000100001100001100000111,0,3803.25,0.0009765625
198,100110001001000010101011111,0,3923.5,0.0009765625
205,001000100001100000000100010,0,4083.5,0.0009765625
212,101001100001000000101101000,0,4203.75,0.0009765625
306,101001100001001000000011100,0,4804.25,0.0009765625
318,001101001001101001001000101,0,4964.25,0.0009765625
330,001101001001000001001010110,0,5044.5,0.0009765625
339,001110001001000000111111101,0,5044.5,0.0009765625
672,011100100001100100101110111,0,7766.75,0.0009765625
836,011001100001000011011011111,0,9808.75,0.0009765625
