index,bitstring,cost,energy,probability
1,100100001001110001,0,20.25,0.0009765625
4,110000001001011000,0,20.5,0.0009765625
8,011000100001001100,0,20.5,0.0009765625
9,000010100001011010,0,20.5,0.0009765625
14,011100100001101110,0,30.5,0.0009765625
17,011000100001101011,0,30.5,0.0009765625
18,110000001001101011,0,30.5,0.0009765625
21,011110100001000000,0,30.75,0.0009765625
22,000110100001010000,0,30.75,0.0019531250000000004
33,000100001001011100,0,30.75,0.0009765625
38,000110001001010110,0,30.75,0.0009765625
53,011100100001110100,0,40.75,0.0009765625
60,010100001001101010,0,40.75,0.0009765625
65,011110100001100110,0,40.75,0.0009765625
67,011000100001101110,0,40.75,0.0009765625
74,110010001001101001,0,40.75,0.0009765625
83,001100100001110111,0,40.75,0.0009765625
97,010010001001011000,0,41.0,0.0009765625
101,010010100001010100,0,41.0,0.0009765625
134,000101001001100000,0,51.0,0.0009765625
135,001111001001100000,0,51.0,0.0009765625
137,010111001001110000,0,51.0,0.0009765625
146,001101001001111000,0,51.0,0.0009765625
166,111100100001111010,0,51.0,0.0009765625
172,010100001001101110,0,51.0,0.0009765625
173,000100100001100001,0,51.0,0.0009765625
174,101100001001100001,0,51.0,0.0009765625
199,010010001001101011,0,51.0,0.0009765625
212,010000001001010000,0,51.25,0.0009765625
214,011000001001001000,0,51.25,0.0009765625
220,110010100001000100,0,51.25,0.0009765625
221,010010001001000100,0,51.25,0.0009765625
226,100000001001010100,0,51.25,0.0009765625
253,000011100001100000,0,61.25,0.0009765625
282,110100100001101100,0,61.25,0.0009765625
358,100000100001111111,0,61.25,0.0009765625
373,010011100001011000,0,61.5,0.0009765625
385,110110001001011100,0,61.5,0.0009765625
396,001110001001011110,0,61.5,0.0009765625
424,110110100001100100,0,71.5,0.0009765625
432,000011100001111100,0,71.5,0.0009765625
556,101111001001110000,0,81.75,0.0009765625
561,011001001001101000,0,81.75,0.0009765625
572,011111100001110100,0,81.75,0.0009765625
614,110100100001101011,0,81.75,0.0009765625
630,101000100001001000,0,82.0,0.0009765625
656,101101100001100000,0,92.0,0.0009765625
687,001001001001110001,0,92.0,0.0009765625
706,101000001001101111,0,92.0,0.0009765625
721,001010001001010100,0,92.25,0.0009765625
741,100011001001110100,0,102.25,0.0009765625
796,101101100001110100,0,112.5,0.0009765625
814,100011100001111101,0,112.5,0.0009765625
820,101110100001001000,0,112.75,0.0009765625
828,101000001001010011,0,112.75,0.0009765625
829,101111001001100100,0,122.75,0.0009765625
868,111111100001111010,0,133.0,0.0009765625
921,000001001001010101,0,174.25,0.0009765625
922,100011100001011101,0,184.5,0.0009765625
927,100011100001001101,0,194.75,0.0009765625
928,000011001001001011,0,194.75,0.0009765625
953,000111100001011101,0,235.75,0.0009765625
965,101001001001010011,0,256.25,0.0009765625
