iteration,energy,paramter,std
1,5.078634434333998,[0.5 0.5 0.5 0.5],0.027115718529382528
2,9.40875164964871,[2.5 0.5 0.5 0.5],0.044480710997076796
3,3.8392515130899962,[0.5 2.5 0.5 0.5],0.016974800011625032
4,4.38398997095269,[0.5 2.5 2.5 0.5],0.03445921729144233
5,5.1334717049619725,[0.5 2.5 0.5 2.5],0.03144740363971776
6,5.747017254990144,[-1.33564715  3.02540604  0.26907147 -0.04865295],0.03606189475655791
7,4.319974182375714,[1.33906966 2.86000221 0.34177041 0.12406927],0.022869967346301732
8,5.551041686615151,[0.10833586 2.70567139 0.4096025  0.28522855],0.03536855854034025
9,4.945325691479626,[0.5        2.39940664 0.2711311  0.5       ],0.030273462933879586
10,3.7459151785834934,[0.61499894 2.28196727 0.93266929 0.45489729],0.018810335150578054
11,5.628006937384569,[0.47060295 2.22001428 0.95989911 0.64743342],0.03659268994262864
12,3.256222244772742,[0.98698525 2.60503546 1.00062106 0.40355834],0.021640222535702008
13,4.7021803483182705,[0.82365368 2.76985878 1.05303322 0.32668809],0.03368783859088262
14,5.274992991919044,[1.24621549 2.32989046 0.9654366  0.07820167],0.03983669629566397
15,4.394748464241168,[0.99351385 2.65760832 0.75669919 0.41754385],0.03817259962518526
16,5.02747796780848,[1.06114841 2.56329184 1.10242165 0.61544023],0.02885347443367468
17,3.0170741122961937,[1.03519111 2.54187896 1.01565535 0.30823561],0.023666861717030103
18,3.1684305507410286,[1.10631201 2.47803926 1.07948331 0.35740167],0.022771801577397797
19,2.882884547788047,[1.07421951 2.5885752  1.02621772 0.29869985],0.02242256156501437
20,3.4554098467200456,[1.04497793 2.6298044  1.11393371 0.22537871],0.030749525538858256
21,2.942229552484039,[1.1469675  2.59187114 0.92685341 0.27751963],0.02182320536202123
22,2.8448138334957713,[1.06784975 2.62249281 1.01508736 0.34960551],0.018406728831304914
23,2.870578122628696,[1.0874841  2.60679459 1.02569408 0.36484093],0.018723139358929365
24,2.9217675135259213,[1.07596324 2.6778932  1.04006524 0.33746778],0.01788418141682465
25,2.8292902684528967,[1.09821239 2.62995623 0.96144268 0.34247071],0.01863474006908948
26,2.8879618763106585,[1.07618108 2.62290032 0.94245839 0.3514704 ],0.02008568623377464
27,2.906364649927677,[1.09866267 2.6412488  0.96183455 0.3532532 ],0.019441008303882613
28,2.78534301566017,[1.10246073 2.6187033  0.96446987 0.31378758],0.01872182971584128
29,2.7324409490528656,[1.11780478 2.59321168 0.96772682 0.32277048],0.018402183286936397
30,2.7147642349033863,[1.10134971 2.58558167 0.99309564 0.32477022],0.018686552386686654
31,2.7085899812630867,[1.09089439 2.57826746 0.98408496 0.32514017],0.01846230309943248
32,2.697756246762272,[1.09692402 2.54965134 0.99011032 0.31591961],0.01924248504008288
33,2.6970910949183446,[1.09792329 2.53692231 0.99263617 0.3443301 ],0.018287968945057558
34,2.781607342783479,[1.08755156 2.53734894 1.00430467 0.34384865],0.01969610243094587
35,2.7267505726767336,[1.11753898 2.53374552 0.96851838 0.34449574],0.019439645094502946
36,2.787904845729784,[1.0860566  2.53161421 1.00097385 0.34195745],0.019403290388962897
37,2.7443970517044782,[1.10298135 2.53364738 0.99716734 0.34228205],0.01888409073972625
