index,bitstring,cost,energy,probability
0,011100100001101010,0,20.25,0.0009765625
2,011000100001101001,0,20.25,0.0009765625
5,000110001001001000,0,30.75,0.0009765625
9,010010100001100010,0,40.75,0.0009765625
13,010110100001100110,0,40.75,0.0009765625
16,001100001001110110,0,40.75,0.0009765625
22,000110100001010100,0,41.0,0.0009765625
24,011010100001001100,0,41.0,0.0009765625
30,010110001001100100,0,51.0,0.0009765625
42,010110001001110110,0,51.0,0.0009765625
48,110100100001101110,0,51.0,0.0009765625
50,010110100001100101,0,51.0,0.0009765625
63,010100001001001100,0,51.25,0.0009765625
65,011000100001010110,0,51.25,0.0009765625
72,001101100001101000,0,61.25,0.0009765625
129,010010001001000110,0,61.5,0.0009765625
223,011001100001101110,0,81.75,0.0009765625
287,011001100001100110,0,92.0,0.0009765625
322,010100001001101111,0,92.0,0.0009765625
344,111010100001001110,0,92.25,0.0019531250000000004
366,011101100001100110,0,102.25,0.0009765625
418,011101001001111100,0,112.5,0.0009765625
439,100000100001101110,0,112.5,0.0009765625
473,100001100001010010,0,112.75,0.0009765625
484,010000100001000011,0,112.75,0.0009765625
488,100110100001110000,0,122.75,0.0009765625
531,111110100001100111,0,122.75,0.0009765625
560,011010001001101100,0,133.0,0.0009765625
570,110101100001101110,0,133.0,0.0009765625
613,101001100001110100,0,143.25,0.0009765625
619,111010100001111100,0,143.25,0.0009765625
620,100110100001111100,0,143.25,0.0009765625
661,010000001001000111,0,143.5,0.0009765625
665,001000100001100100,0,153.5,0.0009765625
706,111010001001011101,0,153.75,0.0009765625
775,011011001001100011,0,184.25,0.0009765625
778,011001001001111011,0,184.25,0.0009765625
844,011011001001100111,0,215.0,0.0009765625
882,100101001001011101,0,235.75,0.0009765625
892,111101001001100111,0,245.75,0.0009765625
939,110111001001001001,0,287.0,0.0009765625
1008,111111100001010011,0,440.75,0.0009765625
