index,bitstring,cost,energy,probability
1,010000100001111010,10,30.5,0.0009765625
2,000100001001110001,10,30.5,0.0009765625
9,010010100001101100,10,40.75,0.0009765625
10,110000100001100110,10,40.75,0.0009765625
12,110000100001101101,10,40.75,0.0009765625
47,110011001001011000,10,51.25,0.0009765625
53,001110100001011010,10,51.25,0.0009765625
56,110010001001001110,10,51.25,0.0009765625
71,001000001001111010,10,61.25,0.0009765625
122,100011100001111010,10,71.5,0.0009765625
141,010000100001101111,10,71.5,0.0009765625
152,011001100001001010,10,71.75,0.0009765625
155,110100001001011110,10,71.75,0.0009765625
180,110100100001110001,10,81.75,0.0009765625
185,000011100001110011,10,81.75,0.0009765625
186,101100001001110011,10,81.75,0.0009765625
207,111000001001000110,10,82.0,0.0009765625
277,001010001001000001,10,92.25,0.0009765625
307,000101100001110001,10,102.25,0.0009765625
326,111101100001011000,10,102.5,0.0009765625
412,111011100001001010,10,112.75,0.0009765625
424,101000100001010011,10,112.75,0.0009765625
439,100111100001111100,10,122.75,0.0009765625
453,100110100001101101,10,122.75,0.0009765625
461,101010001001111011,10,122.75,0.0009765625
515,101101100001111001,10,133.0,0.0009765625
523,110110001001101011,10,133.0,0.0009765625
556,111010001001001001,10,133.25,0.0009765625
559,010011100001001101,10,133.25,0.0009765625
599,111100001001111011,10,143.25,0.0009765625
956,111101100001101111,10,256.0,0.0009765625
961,111011001001001011,10,256.25,0.0009765625
