index,bitstring,cost,energy,probability
2,011100100001100010,10,10.0,0.0019531250000000004
3,110100001001000000,10,10.25,0.0009765625
9,110100001001101010,10,20.25,0.0009765625
10,100100001001110001,10,20.25,0.0009765625
11,110000100001101001,10,20.25,0.0009765625
15,100100001001000000,10,20.5,0.0009765625
29,010110001001100010,10,30.5,0.0009765625
30,000110001001110010,10,30.5,0.0009765625
31,010010100001101010,10,30.5,0.0009765625
38,100100001001111001,10,30.5,0.0009765625
39,000110001001111001,10,30.5,0.0009765625
46,100000001001111011,10,30.5,0.0009765625
52,001110001001010000,10,30.75,0.0009765625
92,111100001001100001,10,40.75,0.0009765625
93,000110100001110001,10,40.75,0.0009765625
94,001110100001110001,10,40.75,0.0009765625
95,100110001001110001,10,40.75,0.0009765625
121,010110001001010000,10,41.0,0.0009765625
123,001000100001001000,10,41.0,0.0009765625
124,101100001001011000,10,41.0,0.0009765625
140,011100100001000010,10,41.0,0.0009765625
154,010111100001101000,10,51.0,0.0009765625
168,110010100001101010,10,51.0,0.0009765625
183,011010100001111001,10,51.0,0.0009765625
184,010010001001111001,10,51.0,0.0009765625
273,100001001001101010,10,61.25,0.0009765625
340,100000100001010110,10,61.5,0.0009765625
341,011100100001010110,10,61.5,0.0009765625
352,100001001001101000,10,71.5,0.0009765625
356,011001100001101100,10,71.5,0.0009765625
361,011101100001100010,10,71.5,0.0009765625
415,100110001001010001,10,71.75,0.0009765625
467,011001100001101001,10,81.75,0.0009765625
498,010011100001001100,10,82.0,0.0009765625
512,100000001001000011,10,82.0,0.0009765625
532,110101100001100010,10,92.0,0.0009765625
554,000111001001110101,10,92.0,0.0009765625
567,101110001001001000,10,92.25,0.0009765625
573,101000001001010100,10,92.25,0.0009765625
611,010111001001100110,10,102.25,0.0009765625
625,010001001001101001,10,102.25,0.0009765625
777,001001100001011001,10,133.25,0.0009765625
797,011101100001111001,10,143.25,0.0009765625
806,000111001001110111,10,143.25,0.0009765625
817,001001100001001001,10,143.5,0.0009765625
850,100111001001000110,10,164.0,0.0009765625
857,001001100001011101,10,164.0,0.0009765625
858,100001001001011101,10,164.0,0.0009765625
896,100001100001011101,10,184.5,0.0009765625
907,110011100001001001,10,194.75,0.0009765625
912,101010100001111000,10,204.75,0.0009765625
919,110001100001000001,10,205.0,0.0009765625
931,100001001001010011,10,215.25,0.0009765625
966,100101100001010101,10,266.5,0.0009765625
988,001101100001001011,10,307.5,0.0009765625
1008,110111100001000111,10,440.75,0.0009765625
1010,010101001001001111,10,451.0,0.0009765625
