bitstring,energy,prob
11011011000010101100,21.771810110160523,9.765625e-05
11111000000011011001,26.107501301658832,9.765625e-05
10001101001101101101,15.883536183009861,9.765625e-05
10010010010001001000,22.855634728340554,9.765625e-05
01101001010000000010,15.268141273419534,9.765625e-05
10110101011000000100,17.221423844398668,9.765625e-05
00100111010110101101,24.358274697707323,9.765625e-05
11100111000101100111,25.336471849731197,9.765625e-05
01001011100000000111,20.241141259594222,9.765625e-05
10010000011011100000,28.504399665502685,9.765625e-05
11101011010010011101,39.3691295115301,9.765625e-05
01111001001011000001,18.03499416710987,9.765625e-05
11100111011111001001,20.319088779150924,9.765625e-05
11110100001100101010,16.027596842368144,9.765625e-05
00111100110111011100,20.62355405897807,9.765625e-05
00101111011000110100,25.328981156983048,9.765625e-05
00101001000111001000,26.79827566756511,9.765625e-05
10100100010001001011,26.929979086528753,9.765625e-05
00100011111010100001,28.066281199292565,9.765625e-05
01001010101101000011,32.931886480262435,9.765625e-05
10001101110100101101,18.671948705517764,9.765625e-05
01101101000001000001,19.337789390936464,9.765625e-05
01000110111101100001,26.4044921214752,9.765625e-05
10011010111111101011,34.01066517260167,9.765625e-05
00100010101111101001,48.15587556907247,9.765625e-05
11000101101001100001,22.404871256989882,9.765625e-05
10011001010011001010,18.85336349026845,9.765625e-05
10001000101011100101,41.19521587781361,9.765625e-05
11101110001110010101,34.39485280186646,9.765625e-05
11110001010000000000,11.774909810992618,9.765625e-05
01101001001101101000,20.740341223889235,9.765625e-05
01011100000010110001,14.308909583486027,9.765625e-05
10000001110010000100,24.304410313781755,9.765625e-05
11101110010100110100,40.76928402911947,9.765625e-05
00001001110010111110,37.35490589141834,9.765625e-05
10101001111111011101,43.68462307387627,9.765625e-05
10110010010010111100,34.1849319359313,9.765625e-05
10011010001000110000,29.794573941476997,9.765625e-05
10010001010111000101,20.236019683474908,9.765625e-05
11001100101110111010,16.158258627343425,9.765625e-05
10010100010100001110,18.45528938341053,9.765625e-05
00100100010000100101,26.65473623617997,9.765625e-05
11111011101111001001,26.79348635315469,9.765625e-05
11100011011100101010,22.740331537852278,9.765625e-05
11110011000001101110,23.470935497675377,9.765625e-05
00001000001111110000,42.72532277022731,9.765625e-05
00000010100110100010,40.93151087631856,9.765625e-05
11011001111010100101,14.63992911393998,9.765625e-05
10100101101010011001,22.778790207885635,9.765625e-05
10100000010010000101,43.05227128853001,9.765625e-05
00110010101001111100,32.067257799804125,9.765625e-05
11110001110000101101,10.765966656895399,9.765625e-05
00001100101011110001,27.76420335290129,9.765625e-05
11100100000100000001,14.640356239485634,9.765625e-05
11111101010111001100,20.951066396919444,9.765625e-05
10101110000011010000,45.7815453986252,9.765625e-05
11110010010011111001,23.91264690109621,9.765625e-05
10111000011010010100,31.35965625454088,9.765625e-05
01100101111000000101,17.359656254540884,9.765625e-05
00011101111110110101,21.519891487959462,9.765625e-05
10010001111101011100,27.071613099781686,9.765625e-05
11110100010110000001,9.155189089597904,9.765625e-05
10010100001101110110,24.411079621109785,9.765625e-05
11011001010101111110,14.441383691174718,9.765625e-05
01011000110010111001,23.157379649990343,9.765625e-05
