index,bitstring,cost,energy,probability
1,110100001001100110,10,20.25,0.0009765625
15,110000100001000110,10,41.0,0.0009765625
19,000011001001110000,10,51.0,0.0009765625
39,010000001001000100,10,51.25,0.0009765625
198,100000100001110101,10,81.75,0.0009765625
406,000000001001110000,10,133.0,0.0009765625
498,000000100001100100,10,153.5,0.0009765625
608,000101001001010001,10,194.75,0.0009765625
663,000101100001000001,10,225.5,0.0009765625
743,010001001001000011,10,317.75,0.0009765625
764,000101100001000111,10,348.5,0.0009765625
773,011101100001010011,10,399.75,0.0009765625
777,010101100001010011,10,420.25,0.0009765625
