# best_solutions_for_time
bitstring,rank,join_order,cost,time_ms,used_fallback,energy,count,probability
1000,0,"[0, 2, 1]",200,0.8115768432617188,False,2.0,1515,0.14794921875
1000,1,"[0, 1, 2]",135,0.8339881896972656,True,2.0,1515,0.14794921875

# all_solutions
bitstring,index,join_order,cost,time_ms,used_fallback,energy,count,probability
1000,0,"[0, 2, 1]",200,0.8115768432617188,False,2.0,1515,0.14794921875
1000,1,"[0, 1, 2]",135,0.8339881896972656,True,2.0,1515,0.14794921875
1000,2,"[0, 2, 1]",200,0.8504390716552734,False,2.0,1515,0.14794921875
1000,3,"[0, 1, 2]",135,0.8580684661865234,True,2.0,1515,0.14794921875
1000,4,"[0, 2, 1]",200,0.8704662322998047,False,2.0,1515,0.14794921875
1000,5,"[0, 1, 2]",135,0.8764266967773438,True,2.0,1515,0.14794921875
1000,6,"[0, 2, 1]",200,0.8857250213623047,False,2.0,1515,0.14794921875
1000,7,"[0, 1, 2]",135,0.8912086486816406,True,2.0,1515,0.14794921875
1000,8,"[0, 2, 1]",200,1.0104179382324219,False,2.0,1515,0.14794921875
1000,9,"[0, 1, 2]",135,1.0166168212890625,True,2.0,1515,0.14794921875
1000,10,"[0, 2, 1]",200,1.0271072387695312,False,2.0,1515,0.14794921875
1000,11,"[0, 1, 2]",135,1.0323524475097656,True,2.0,1515,0.14794921875
1000,12,"[0, 2, 1]",200,1.041412353515625,False,2.0,1515,0.14794921875
1000,13,"[0, 1, 2]",135,1.0471343994140625,True,2.0,1515,0.14794921875
1000,14,"[0, 2, 1]",200,1.055002212524414,False,2.0,1515,0.14794921875
1000,15,"[0, 1, 2]",135,1.0597705841064453,True,2.0,1515,0.14794921875
1000,16,"[0, 2, 1]",200,1.068115234375,False,2.0,1515,0.14794921875
1000,17,"[0, 1, 2]",135,1.0731220245361328,True,2.0,1515,0.14794921875
1000,18,"[0, 2, 1]",200,1.081705093383789,False,2.0,1515,0.14794921875
1000,19,"[0, 1, 2]",135,1.0867118835449219,True,2.0,1515,0.14794921875
1000,20,"[0, 2, 1]",200,1.0950565338134766,False,2.0,1515,0.14794921875
1000,21,"[0, 1, 2]",135,1.100301742553711,True,2.0,1515,0.14794921875
1000,22,"[0, 2, 1]",200,1.1086463928222656,False,2.0,1515,0.14794921875
1000,23,"[0, 1, 2]",135,1.1138916015625,True,2.0,1515,0.14794921875
1000,24,"[0, 2, 1]",200,1.1219978332519531,False,2.0,1515,0.14794921875
1000,25,"[0, 1, 2]",135,1.1444091796875,True,2.0,1515,0.14794921875
1000,26,"[0, 2, 1]",200,1.1639595031738281,False,2.0,1515,0.14794921875
1000,27,"[0, 1, 2]",135,1.1723041534423828,True,2.0,1515,0.14794921875
1000,28,"[0, 2, 1]",200,1.1839866638183594,False,2.0,1515,0.14794921875
1000,29,"[0, 1, 2]",135,1.1899471282958984,True,2.0,1515,0.14794921875
1000,30,"[0, 2, 1]",200,1.1990070343017578,False,2.0,1515,0.14794921875
1000,31,"[0, 1, 2]",135,1.2042522430419922,True,2.0,1515,0.14794921875
1000,32,"[0, 2, 1]",200,1.2121200561523438,False,2.0,1515,0.14794921875
1000,33,"[0, 1, 2]",135,1.2166500091552734,True,2.0,1515,0.14794921875
1000,34,"[0, 2, 1]",200,1.2247562408447266,False,2.0,1515,0.14794921875
1000,35,"[0, 1, 2]",135,1.2295246124267578,True,2.0,1515,0.14794921875
1000,36,"[0, 2, 1]",200,1.2373924255371094,False,2.0,1515,0.14794921875
1000,37,"[0, 1, 2]",135,1.2428760528564453,True,2.0,1515,0.14794921875
1000,38,"[0, 2, 1]",200,1.2524127960205078,False,2.0,1515,0.14794921875
1000,39,"[0, 1, 2]",135,1.2581348419189453,True,2.0,1515,0.14794921875
1000,40,"[0, 2, 1]",200,1.2664794921875,False,2.0,1515,0.14794921875
1000,41,"[0, 1, 2]",135,1.2712478637695312,True,2.0,1515,0.14794921875
1000,42,"[0, 2, 1]",200,1.2788772583007812,False,2.0,1515,0.14794921875
1000,43,"[0, 1, 2]",135,1.283884048461914,True,2.0,1515,0.14794921875
1000,44,"[0, 2, 1]",200,1.291513442993164,False,2.0,1515,0.14794921875
1000,45,"[0, 1, 2]",135,1.2960433959960938,True,2.0,1515,0.14794921875
1000,46,"[0, 2, 1]",200,1.3039112091064453,False,2.0,1515,0.14794921875
1000,47,"[0, 1, 2]",135,1.3086795806884766,True,2.0,1515,0.14794921875
1000,48,"[0, 2, 1]",200,1.3165473937988281,False,2.0,1515,0.14794921875
1000,49,"[0, 1, 2]",135,1.321554183959961,True,2.0,1515,0.14794921875
1000,50,"[0, 2, 1]",200,1.3294219970703125,False,2.0,1515,0.14794921875
1000,51,"[0, 1, 2]",135,1.3339519500732422,True,2.0,1515,0.14794921875
1000,52,"[0, 2, 1]",200,1.3420581817626953,False,2.0,1515,0.14794921875
1000,53,"[0, 1, 2]",135,1.346588134765625,True,2.0,1515,0.14794921875
1000,54,"[0, 2, 1]",200,1.354217529296875,False,2.0,1515,0.14794921875
1000,55,"[0, 1, 2]",135,1.3587474822998047,True,2.0,1515,0.14794921875
1000,56,"[0, 2, 1]",200,1.3666152954101562,False,2.0,1515,0.14794921875
1000,57,"[0, 1, 2]",135,1.371145248413086,True,2.0,1515,0.14794921875
1000,58,"[0, 2, 1]",200,1.3790130615234375,False,2.0,1515,0.14794921875
1000,59,"[0, 1, 2]",135,1.3842582702636719,True,2.0,1515,0.14794921875
1000,60,"[0, 2, 1]",200,1.3921260833740234,False,2.0,1515,0.14794921875
1000,61,"[0, 1, 2]",135,1.3966560363769531,True,2.0,1515,0.14794921875
1000,62,"[0, 2, 1]",200,1.4047622680664062,False,2.0,1515,0.14794921875
1000,63,"[0, 1, 2]",135,1.409292221069336,True,2.0,1515,0.14794921875
1000,64,"[0, 2, 1]",200,1.4171600341796875,False,2.0,1515,0.14794921875
1000,65,"[0, 1, 2]",135,1.4221668243408203,True,2.0,1515,0.14794921875
1000,66,"[0, 2, 1]",200,1.4300346374511719,False,2.0,1515,0.14794921875
1000,67,"[0, 1, 2]",135,1.4348030090332031,True,2.0,1515,0.14794921875
1000,68,"[0, 2, 1]",200,1.4426708221435547,False,2.0,1515,0.14794921875
1000,69,"[0, 1, 2]",135,1.447439193725586,True,2.0,1515,0.14794921875
1000,70,"[0, 2, 1]",200,1.4553070068359375,False,2.0,1515,0.14794921875
1000,71,"[0, 1, 2]",135,1.4603137969970703,True,2.0,1515,0.14794921875
1000,72,"[0, 2, 1]",200,1.4681816101074219,False,2.0,1515,0.14794921875
1000,73,"[0, 1, 2]",135,1.4767646789550781,True,2.0,1515,0.14794921875
1000,74,"[0, 2, 1]",200,1.4851093292236328,False,2.0,1515,0.14794921875
1000,75,"[0, 1, 2]",135,1.489877700805664,True,2.0,1515,0.14794921875
1000,76,"[0, 2, 1]",200,1.4982223510742188,False,2.0,1515,0.14794921875
1000,77,"[0, 1, 2]",135,1.5027523040771484,True,2.0,1515,0.14794921875
1000,78,"[0, 2, 1]",200,1.5106201171875,False,2.0,1515,0.14794921875
1000,79,"[0, 1, 2]",135,1.5156269073486328,True,2.0,1515,0.14794921875
1000,80,"[0, 2, 1]",200,1.5232563018798828,False,2.0,1515,0.14794921875
1000,81,"[0, 1, 2]",135,1.5277862548828125,True,2.0,1515,0.14794921875
1000,82,"[0, 2, 1]",200,1.5354156494140625,False,2.0,1515,0.14794921875
1000,83,"[0, 1, 2]",135,1.5404224395751953,True,2.0,1515,0.14794921875
1000,84,"[0, 2, 1]",200,1.5480518341064453,False,2.0,1515,0.14794921875
1000,85,"[0, 1, 2]",135,1.5528202056884766,True,2.0,1515,0.14794921875
1000,86,"[0, 2, 1]",200,1.5606880187988281,False,2.0,1515,0.14794921875
1000,87,"[0, 1, 2]",135,1.5652179718017578,True,2.0,1515,0.14794921875
1000,88,"[0, 2, 1]",200,1.5726089477539062,False,2.0,1515,0.14794921875
1000,89,"[0, 1, 2]",135,1.5850067138671875,True,2.0,1515,0.14794921875
1000,90,"[0, 2, 1]",200,1.5933513641357422,False,2.0,1515,0.14794921875
1000,91,"[0, 1, 2]",135,1.5978813171386719,True,2.0,1515,0.14794921875
1000,92,"[0, 2, 1]",200,1.605987548828125,False,2.0,1515,0.14794921875
1000,93,"[0, 1, 2]",135,1.6102790832519531,True,2.0,1515,0.14794921875
1000,94,"[0, 2, 1]",200,1.6179084777832031,False,2.0,1515,0.14794921875
1000,95,"[0, 1, 2]",135,1.6224384307861328,True,2.0,1515,0.14794921875
1000,96,"[0, 2, 1]",200,1.6303062438964844,False,2.0,1515,0.14794921875
1000,97,"[0, 1, 2]",135,1.6350746154785156,True,2.0,1515,0.14794921875
1000,98,"[0, 2, 1]",200,1.6427040100097656,False,2.0,1515,0.14794921875
1000,99,"[0, 1, 2]",135,1.6474723815917969,True,2.0,1515,0.14794921875
1000,100,"[0, 2, 1]",200,1.65557861328125,False,2.0,1515,0.14794921875
1000,101,"[0, 1, 2]",135,1.6608238220214844,True,2.0,1515,0.14794921875
1000,102,"[0, 2, 1]",200,1.6696453094482422,False,2.0,1515,0.14794921875
1000,103,"[0, 1, 2]",135,1.6937255859375,True,2.0,1515,0.14794921875
1000,104,"[0, 2, 1]",200,1.7020702362060547,False,2.0,1515,0.14794921875
1000,105,"[0, 1, 2]",135,1.7070770263671875,True,2.0,1515,0.14794921875
1000,106,"[0, 2, 1]",200,1.714944839477539,False,2.0,1515,0.14794921875
1000,107,"[0, 1, 2]",135,1.7199516296386719,True,2.0,1515,0.14794921875
1000,108,"[0, 2, 1]",200,1.7278194427490234,False,2.0,1515,0.14794921875
1000,109,"[0, 1, 2]",135,1.7325878143310547,True,2.0,1515,0.14794921875
1000,110,"[0, 2, 1]",200,1.7402172088623047,False,2.0,1515,0.14794921875
1000,111,"[0, 1, 2]",135,1.7457008361816406,True,2.0,1515,0.14794921875
1000,112,"[0, 2, 1]",200,1.7573833465576172,False,2.0,1515,0.14794921875
1000,113,"[0, 1, 2]",135,1.76239013671875,True,2.0,1515,0.14794921875
1000,114,"[0, 2, 1]",200,1.7704963684082031,False,2.0,1515,0.14794921875
1000,115,"[0, 1, 2]",135,1.775503158569336,True,2.0,1515,0.14794921875
1000,116,"[0, 2, 1]",200,1.7838478088378906,False,2.0,1515,0.14794921875
1000,117,"[0, 1, 2]",135,1.7886161804199219,True,2.0,1515,0.14794921875
1000,118,"[0, 2, 1]",200,1.796722412109375,False,2.0,1515,0.14794921875
1000,119,"[0, 1, 2]",135,1.8014907836914062,True,2.0,1515,0.14794921875
1000,120,"[0, 2, 1]",200,1.8093585968017578,False,2.0,1515,0.14794921875
1000,121,"[0, 1, 2]",135,1.814126968383789,True,2.0,1515,0.14794921875
1000,122,"[0, 2, 1]",200,1.8219947814941406,False,2.0,1515,0.14794921875
1000,123,"[0, 1, 2]",135,1.8267631530761719,True,2.0,1515,0.14794921875
1000,124,"[0, 2, 1]",200,1.8346309661865234,False,2.0,1515,0.14794921875
1000,125,"[0, 1, 2]",135,1.8398761749267578,True,2.0,1515,0.14794921875
1000,126,"[0, 2, 1]",200,1.8475055694580078,False,2.0,1515,0.14794921875
1000,127,"[0, 1, 2]",135,1.8529891967773438,True,2.0,1515,0.14794921875
1000,128,"[0, 2, 1]",200,1.8608570098876953,False,2.0,1515,0.14794921875
1000,129,"[0, 1, 2]",135,1.8658638000488281,True,2.0,1515,0.14794921875
1000,130,"[0, 2, 1]",200,1.8742084503173828,False,2.0,1515,0.14794921875
1000,131,"[0, 1, 2]",135,1.8794536590576172,True,2.0,1515,0.14794921875
1000,132,"[0, 2, 1]",200,1.8875598907470703,False,2.0,1515,0.14794921875
1000,133,"[0, 1, 2]",135,1.89208984375,True,2.0,1515,0.14794921875
1000,134,"[0, 2, 1]",200,1.9001960754394531,False,2.0,1515,0.14794921875
1000,135,"[0, 1, 2]",135,1.905202865600586,True,2.0,1515,0.14794921875
1000,136,"[0, 2, 1]",200,1.9130706787109375,False,2.0,1515,0.14794921875
1000,137,"[0, 1, 2]",135,1.9178390502929688,True,2.0,1515,0.14794921875
1000,138,"[0, 2, 1]",200,1.9259452819824219,False,2.0,1515,0.14794921875
1000,139,"[0, 1, 2]",135,1.9307136535644531,True,2.0,1515,0.14794921875
1000,140,"[0, 2, 1]",200,1.9385814666748047,False,2.0,1515,0.14794921875
1000,141,"[0, 1, 2]",135,1.9435882568359375,True,2.0,1515,0.14794921875
1000,142,"[0, 2, 1]",200,1.9512176513671875,False,2.0,1515,0.14794921875
1000,143,"[0, 1, 2]",135,1.9559860229492188,True,2.0,1515,0.14794921875
1000,144,"[0, 2, 1]",200,1.9638538360595703,False,2.0,1515,0.14794921875
1000,145,"[0, 1, 2]",135,1.9686222076416016,True,2.0,1515,0.14794921875
1000,146,"[0, 2, 1]",200,1.9762516021728516,False,2.0,1515,0.14794921875
1000,147,"[0, 1, 2]",135,1.9812583923339844,True,2.0,1515,0.14794921875
1000,148,"[0, 2, 1]",200,1.989126205444336,False,2.0,1515,0.14794921875
1000,149,"[0, 1, 2]",135,1.9941329956054688,True,2.0,1515,0.14794921875
1000,150,"[0, 2, 1]",200,2.0020008087158203,False,2.0,1515,0.14794921875
1000,151,"[0, 1, 2]",135,2.0067691802978516,True,2.0,1515,0.14794921875
1000,152,"[0, 2, 1]",200,2.014636993408203,False,2.0,1515,0.14794921875
1000,153,"[0, 1, 2]",135,2.019643783569336,True,2.0,1515,0.14794921875
1000,154,"[0, 2, 1]",200,2.0275115966796875,False,2.0,1515,0.14794921875
1000,155,"[0, 1, 2]",135,2.032041549682617,True,2.0,1515,0.14794921875
1000,156,"[0, 2, 1]",200,2.040386199951172,False,2.0,1515,0.14794921875
1000,157,"[0, 1, 2]",135,2.045154571533203,True,2.0,1515,0.14794921875
1000,158,"[0, 2, 1]",200,2.0530223846435547,False,2.0,1515,0.14794921875
1000,159,"[0, 1, 2]",135,2.057790756225586,True,2.0,1515,0.14794921875
1000,160,"[0, 2, 1]",200,2.065896987915039,False,2.0,1515,0.14794921875
1000,161,"[0, 1, 2]",135,2.0706653594970703,True,2.0,1515,0.14794921875
1000,162,"[0, 2, 1]",200,2.0787715911865234,False,2.0,1515,0.14794921875
1000,163,"[0, 1, 2]",135,2.0835399627685547,True,2.0,1515,0.14794921875
1000,164,"[0, 2, 1]",200,2.0911693572998047,False,2.0,1515,0.14794921875
1000,165,"[0, 1, 2]",135,2.0961761474609375,True,2.0,1515,0.14794921875
1000,166,"[0, 2, 1]",200,2.129077911376953,False,2.0,1515,0.14794921875
1000,167,"[0, 1, 2]",135,2.1409988403320312,True,2.0,1515,0.14794921875
1000,168,"[0, 2, 1]",200,2.156496047973633,False,2.0,1515,0.14794921875
1000,169,"[0, 1, 2]",135,2.163410186767578,True,2.0,1515,0.14794921875
1000,170,"[0, 2, 1]",200,2.1736621856689453,False,2.0,1515,0.14794921875
1000,171,"[0, 1, 2]",135,2.1791458129882812,True,2.0,1515,0.14794921875
1000,172,"[0, 2, 1]",200,2.1882057189941406,False,2.0,1515,0.14794921875
1000,173,"[0, 1, 2]",135,2.193927764892578,True,2.0,1515,0.14794921875
1000,174,"[0, 2, 1]",200,2.2034645080566406,False,2.0,1515,0.14794921875
1000,175,"[0, 1, 2]",135,2.2089481353759766,True,2.0,1515,0.14794921875
1000,176,"[0, 2, 1]",200,2.2170543670654297,False,2.0,1515,0.14794921875
1000,177,"[0, 1, 2]",135,2.2232532501220703,True,2.0,1515,0.14794921875
1000,178,"[0, 2, 1]",200,2.232789993286133,False,2.0,1515,0.14794921875
1000,179,"[0, 1, 2]",135,2.2385120391845703,True,2.0,1515,0.14794921875
1000,180,"[0, 2, 1]",200,2.2470951080322266,False,2.0,1515,0.14794921875
1000,181,"[0, 1, 2]",135,2.252340316772461,True,2.0,1515,0.14794921875
1000,182,"[0, 2, 1]",200,2.2606849670410156,False,2.0,1515,0.14794921875
1000,183,"[0, 1, 2]",135,2.26593017578125,True,2.0,1515,0.14794921875
1000,184,"[0, 2, 1]",200,2.2742748260498047,False,2.0,1515,0.14794921875
1000,185,"[0, 1, 2]",135,2.279520034790039,True,2.0,1515,0.14794921875
1000,186,"[0, 2, 1]",200,2.2881031036376953,False,2.0,1515,0.14794921875
1000,187,"[0, 1, 2]",135,2.2933483123779297,True,2.0,1515,0.14794921875
1000,188,"[0, 2, 1]",200,2.301454544067383,False,2.0,1515,0.14794921875
1000,189,"[0, 1, 2]",135,2.3064613342285156,True,2.0,1515,0.14794921875
1000,190,"[0, 2, 1]",200,2.3148059844970703,False,2.0,1515,0.14794921875
1000,191,"[0, 1, 2]",135,2.319812774658203,True,2.0,1515,0.14794921875
1000,192,"[0, 2, 1]",200,2.3279190063476562,False,2.0,1515,0.14794921875
1000,193,"[0, 1, 2]",135,2.332925796508789,True,2.0,1515,0.14794921875
1000,194,"[0, 2, 1]",200,2.341032028198242,False,2.0,1515,0.14794921875
1000,195,"[0, 1, 2]",135,2.346038818359375,True,2.0,1515,0.14794921875
1000,196,"[0, 2, 1]",200,2.354145050048828,False,2.0,1515,0.14794921875
1000,197,"[0, 1, 2]",135,2.358675003051758,True,2.0,1515,0.14794921875
1000,198,"[0, 2, 1]",200,2.3670196533203125,False,2.0,1515,0.14794921875
1000,199,"[0, 1, 2]",135,2.3717880249023438,True,2.0,1515,0.14794921875
1000,200,"[0, 2, 1]",200,2.3796558380126953,False,2.0,1515,0.14794921875
1000,201,"[0, 1, 2]",135,2.384662628173828,True,2.0,1515,0.14794921875
1000,202,"[0, 2, 1]",200,2.393007278442383,False,2.0,1515,0.14794921875
1000,203,"[0, 1, 2]",135,2.3980140686035156,True,2.0,1515,0.14794921875
1000,204,"[0, 2, 1]",200,2.405881881713867,False,2.0,1515,0.14794921875
1000,205,"[0, 1, 2]",135,2.410411834716797,True,2.0,1515,0.14794921875
1000,206,"[0, 2, 1]",200,2.41851806640625,False,2.0,1515,0.14794921875
1000,207,"[0, 1, 2]",135,2.4232864379882812,True,2.0,1515,0.14794921875
1000,208,"[0, 2, 1]",200,2.4309158325195312,False,2.0,1515,0.14794921875
1000,209,"[0, 1, 2]",135,2.435922622680664,True,2.0,1515,0.14794921875
1000,210,"[0, 2, 1]",200,2.443552017211914,False,2.0,1515,0.14794921875
1000,211,"[0, 1, 2]",135,2.4483203887939453,True,2.0,1515,0.14794921875
1000,212,"[0, 2, 1]",200,2.4566650390625,False,2.0,1515,0.14794921875
1000,213,"[0, 1, 2]",135,2.4614334106445312,True,2.0,1515,0.14794921875
1000,214,"[0, 2, 1]",200,2.469301223754883,False,2.0,1515,0.14794921875
1000,215,"[0, 1, 2]",135,2.4743080139160156,True,2.0,1515,0.14794921875
1000,216,"[0, 2, 1]",200,2.482175827026367,False,2.0,1515,0.14794921875
1000,217,"[0, 1, 2]",135,2.4869441986083984,True,2.0,1515,0.14794921875
1000,218,"[0, 2, 1]",200,2.495288848876953,False,2.0,1515,0.14794921875
1000,219,"[0, 1, 2]",135,2.499818801879883,True,2.0,1515,0.14794921875
1000,220,"[0, 2, 1]",200,2.5076866149902344,False,2.0,1515,0.14794921875
1000,221,"[0, 1, 2]",135,2.512693405151367,True,2.0,1515,0.14794921875
1000,222,"[0, 2, 1]",200,2.5207996368408203,False,2.0,1515,0.14794921875
1000,223,"[0, 1, 2]",135,2.52532958984375,True,2.0,1515,0.14794921875
1000,224,"[0, 2, 1]",200,2.533435821533203,False,2.0,1515,0.14794921875
1000,225,"[0, 1, 2]",135,2.5382041931152344,True,2.0,1515,0.14794921875
1000,226,"[0, 2, 1]",200,2.5458335876464844,False,2.0,1515,0.14794921875
1000,227,"[0, 1, 2]",135,2.550840377807617,True,2.0,1515,0.14794921875
1000,228,"[0, 2, 1]",200,2.5587081909179688,False,2.0,1515,0.14794921875
1000,229,"[0, 1, 2]",135,2.5632381439208984,True,2.0,1515,0.14794921875
1000,230,"[0, 2, 1]",200,2.5713443756103516,False,2.0,1515,0.14794921875
1000,231,"[0, 1, 2]",135,2.5758743286132812,True,2.0,1515,0.14794921875
1000,232,"[0, 2, 1]",200,2.5839805603027344,False,2.0,1515,0.14794921875
1000,233,"[0, 1, 2]",135,2.5887489318847656,True,2.0,1515,0.14794921875
1000,234,"[0, 2, 1]",200,2.5968551635742188,False,2.0,1515,0.14794921875
1000,235,"[0, 1, 2]",135,2.60162353515625,True,2.0,1515,0.14794921875
1000,236,"[0, 2, 1]",200,2.609729766845703,False,2.0,1515,0.14794921875
1000,237,"[0, 1, 2]",135,2.6144981384277344,True,2.0,1515,0.14794921875
1000,238,"[0, 2, 1]",200,2.622365951538086,False,2.0,1515,0.14794921875
1000,239,"[0, 1, 2]",135,2.6273727416992188,True,2.0,1515,0.14794921875
1000,240,"[0, 2, 1]",200,2.6350021362304688,False,2.0,1515,0.14794921875
1000,241,"[0, 1, 2]",135,2.6397705078125,True,2.0,1515,0.14794921875
1000,242,"[0, 2, 1]",200,2.6481151580810547,False,2.0,1515,0.14794921875
1000,243,"[0, 1, 2]",135,2.6526451110839844,True,2.0,1515,0.14794921875
1000,244,"[0, 2, 1]",200,2.660512924194336,False,2.0,1515,0.14794921875
1000,245,"[0, 1, 2]",135,2.665281295776367,True,2.0,1515,0.14794921875
1000,246,"[0, 2, 1]",200,2.6731491088867188,False,2.0,1515,0.14794921875
1000,247,"[0, 1, 2]",135,2.6776790618896484,True,2.0,1515,0.14794921875
1000,248,"[0, 2, 1]",200,2.686023712158203,False,2.0,1515,0.14794921875
1000,249,"[0, 1, 2]",135,2.690553665161133,True,2.0,1515,0.14794921875
1000,250,"[0, 2, 1]",200,2.6984214782714844,False,2.0,1515,0.14794921875
1000,251,"[0, 1, 2]",135,2.7031898498535156,True,2.0,1515,0.14794921875
1000,252,"[0, 2, 1]",200,2.711057662963867,False,2.0,1515,0.14794921875
1000,253,"[0, 1, 2]",135,2.716064453125,True,2.0,1515,0.14794921875
1000,254,"[0, 2, 1]",200,2.7239322662353516,False,2.0,1515,0.14794921875
1000,255,"[0, 1, 2]",135,2.728700637817383,True,2.0,1515,0.14794921875
1000,256,"[0, 2, 1]",200,2.7365684509277344,False,2.0,1515,0.14794921875
1000,257,"[0, 1, 2]",135,2.741575241088867,True,2.0,1515,0.14794921875
1000,258,"[0, 2, 1]",200,2.749204635620117,False,2.0,1515,0.14794921875
1000,259,"[0, 1, 2]",135,2.7539730072021484,True,2.0,1515,0.14794921875
1000,260,"[0, 2, 1]",200,2.7618408203125,False,2.0,1515,0.14794921875
1000,261,"[0, 1, 2]",135,2.7666091918945312,True,2.0,1515,0.14794921875
1000,262,"[0, 2, 1]",200,2.7742385864257812,False,2.0,1515,0.14794921875
1000,263,"[0, 1, 2]",135,2.778768539428711,True,2.0,1515,0.14794921875
1000,264,"[0, 2, 1]",200,2.7871131896972656,False,2.0,1515,0.14794921875
1000,265,"[0, 1, 2]",135,2.791881561279297,True,2.0,1515,0.14794921875
1000,266,"[0, 2, 1]",200,2.79998779296875,False,2.0,1515,0.14794921875
1000,267,"[0, 1, 2]",135,2.804994583129883,True,2.0,1515,0.14794921875
1000,268,"[0, 2, 1]",200,2.813100814819336,False,2.0,1515,0.14794921875
1000,269,"[0, 1, 2]",135,2.8181076049804688,True,2.0,1515,0.14794921875
1000,270,"[0, 2, 1]",200,2.8259754180908203,False,2.0,1515,0.14794921875
1000,271,"[0, 1, 2]",135,2.8307437896728516,True,2.0,1515,0.14794921875
1000,272,"[0, 2, 1]",200,2.838611602783203,False,2.0,1515,0.14794921875
1000,273,"[0, 1, 2]",135,2.8433799743652344,True,2.0,1515,0.14794921875
1000,274,"[0, 2, 1]",200,2.851247787475586,False,2.0,1515,0.14794921875
1000,275,"[0, 1, 2]",135,2.8562545776367188,True,2.0,1515,0.14794921875
1000,276,"[0, 2, 1]",200,2.8638839721679688,False,2.0,1515,0.14794921875
1000,277,"[0, 1, 2]",135,2.86865234375,True,2.0,1515,0.14794921875
1000,278,"[0, 2, 1]",200,2.8765201568603516,False,2.0,1515,0.14794921875
1000,279,"[0, 1, 2]",135,2.8815269470214844,True,2.0,1515,0.14794921875
1000,280,"[0, 2, 1]",200,2.8891563415527344,False,2.0,1515,0.14794921875
1000,281,"[0, 1, 2]",135,2.894163131713867,True,2.0,1515,0.14794921875
1000,282,"[0, 2, 1]",200,2.9022693634033203,False,2.0,1515,0.14794921875
1000,283,"[0, 1, 2]",135,2.90679931640625,True,2.0,1515,0.14794921875
1000,284,"[0, 2, 1]",200,2.914905548095703,False,2.0,1515,0.14794921875
1000,285,"[0, 1, 2]",135,2.9196739196777344,True,2.0,1515,0.14794921875
1000,286,"[0, 2, 1]",200,2.9273033142089844,False,2.0,1515,0.14794921875
1000,287,"[0, 1, 2]",135,2.932310104370117,True,2.0,1515,0.14794921875
1000,288,"[0, 2, 1]",200,2.9401779174804688,False,2.0,1515,0.14794921875
1000,289,"[0, 1, 2]",135,2.9449462890625,True,2.0,1515,0.14794921875
1000,290,"[0, 2, 1]",200,2.9528141021728516,False,2.0,1515,0.14794921875
1000,291,"[0, 1, 2]",135,2.9578208923339844,True,2.0,1515,0.14794921875
1000,292,"[0, 2, 1]",200,2.965688705444336,False,2.0,1515,0.14794921875
1000,293,"[0, 1, 2]",135,2.9709339141845703,True,2.0,1515,0.14794921875
1000,294,"[0, 2, 1]",200,2.9785633087158203,False,2.0,1515,0.14794921875
1000,295,"[0, 1, 2]",135,2.9840469360351562,True,2.0,1515,0.14794921875
1000,296,"[0, 2, 1]",200,2.9921531677246094,False,2.0,1515,0.14794921875
1000,297,"[0, 1, 2]",135,2.997159957885742,True,2.0,1515,0.14794921875
1000,298,"[0, 2, 1]",200,3.0057430267333984,False,2.0,1515,0.14794921875
1000,299,"[0, 1, 2]",135,3.0107498168945312,True,2.0,1515,0.14794921875
1000,300,"[0, 2, 1]",200,3.0188560485839844,False,2.0,1515,0.14794921875
