index,bitstring,cost,energy,probability
7,000110001001010101,0,450.75,0.0009765625
10,000110001001111110,0,600.75,0.0009765625
30,010111001001101000,0,751.0,0.0009765625
44,110010100001101001,0,751.0,0.0009765625
45,010010001001101001,0,751.0,0.0009765625
103,100110001001101000,0,1051.5,0.0009765625
125,001100100001111011,0,1051.5,0.0009765625
151,001101100001100100,0,1201.75,0.0009765625
165,110001100001101110,0,1201.75,0.0009765625
193,001100001001101011,0,1201.75,0.0009765625
200,111110001001011000,0,1202.0,0.0009765625
214,010110100001001101,0,1202.0,0.0009765625
215,010011100001001101,0,1202.0,0.0009765625
253,100001100001110001,0,1352.0,0.0009765625
269,100001001001111101,0,1352.0,0.0009765625
274,111000100001111011,0,1352.0,0.0009765625
296,000111001001000101,0,1352.25,0.0009765625
333,110110100001110001,0,1502.25,0.0009765625
390,001110100001001111,0,1502.5,0.0009765625
401,111111001001100010,0,1652.5,0.0009765625
408,011111100001110110,0,1652.5,0.0009765625
411,010001001001111110,0,1652.5,0.0009765625
561,100011001001001111,0,1803.0,0.0009765625
578,110111100001110110,0,1953.0,0.0009765625
603,110011001001101011,0,1953.0,0.0009765625
606,111010100001111011,0,1953.0,0.0009765625
626,011100001001010111,0,1953.25,0.0009765625
649,101011100001111110,0,2103.25,0.0009765625
723,011111100001100101,0,2253.5,0.0009765625
758,111001001001011101,0,2253.75,0.0009765625
905,101111100001011011,0,2854.75,0.0009765625
980,111111100001100011,0,3455.5,0.0009765625
