index,bitstring,cost,energy,probability
7,0101101000011111100,10,61.25,0.0009765625
19,0011100010011111001,10,71.5,0.0009765625
31,1111100010011001100,10,81.75,0.0009765625
51,1100011000011001100,10,92.0,0.0009765625
65,0110101000010111100,10,92.25,0.0009765625
91,1010000010010001000,10,102.5,0.0009765625
98,1000100010010101110,10,102.5,0.0009765625
110,0110100010011001100,10,112.5,0.0009765625
120,0111001000011001001,10,112.5,0.0009765625
157,1101100010010001100,10,123.0,0.0009765625
159,1001001000010011010,10,123.0,0.0009765625
165,0010010010011001100,10,133.0,0.0009765625
221,1101010010011001010,10,153.5,0.0009765625
302,1000101000011100111,10,174.0,0.0009765625
380,1010111000011001000,10,204.75,0.0009765625
398,0101111000010110000,10,205.0,0.0009765625
404,1000110010010110110,10,205.0,0.0009765625
407,0011101000010110001,10,205.0,0.0009765625
416,0110010010011001110,10,215.0,0.0009765625
432,0101001000010111010,10,215.25,0.0009765625
474,1100110010010001100,10,235.75,0.0009765625
554,1110111000010001100,10,276.75,0.0009765625
565,1000011000011001011,10,286.75,0.0009765625
574,1101100010010001110,10,287.0,0.0009765625
611,0110101000010001001,10,307.5,0.0009765625
615,1101011000011010001,10,317.5,0.0009765625
621,1101011000010110100,10,317.75,0.0009765625
626,1010110010010001110,10,317.75,0.0009765625
729,1110100010011101111,10,389.25,0.0009765625
886,0110010010011010111,10,584.0,0.0009765625
941,0111010010010001001,10,727.75,0.0009765625
947,1101110010011111111,10,737.75,0.0009765625
