index,bitstring,cost,energy,probability
4,000100001001011100,10,30.75,0.0009765625
8,001101001001110000,10,40.75,0.0009765625
27,110110001001101110,10,51.0,0.0009765625
38,000010001001111101,10,51.0,0.0009765625
94,010010001001011110,10,61.5,0.0009765625
95,000000001001000101,10,61.5,0.0009765625
113,011010100001111110,10,71.5,0.0009765625
145,001100001001001001,10,71.75,0.0009765625
157,100100001001111100,10,81.75,0.0009765625
191,011100001001001110,10,82.0,0.0009765625
276,100110001001101000,10,102.25,0.0009765625
385,100011100001001100,10,112.75,0.0009765625
400,001100100001000011,10,112.75,0.0009765625
422,000101100001101001,10,122.75,0.0009765625
423,101010100001111001,10,122.75,0.0009765625
477,010101001001101110,10,133.0,0.0009765625
492,001101100001101101,10,133.0,0.0009765625
512,101001001001001010,10,133.25,0.0009765625
518,011110100001011001,10,133.25,0.0009765625
524,101110001001101000,10,143.25,0.0009765625
582,100010001001110000,10,153.5,0.0009765625
605,101001001001100011,10,153.5,0.0009765625
617,111101100001011000,10,153.75,0.0009765625
669,100101100001010010,10,164.0,0.0009765625
691,100111001001100111,10,174.0,0.0009765625
734,000101001001101111,10,184.25,0.0009765625
767,011011001001110011,10,194.5,0.0009765625
804,011101100001011010,10,205.0,0.0009765625
868,011101001001111011,10,235.5,0.0009765625
979,110001100001000111,10,328.0,0.0009765625
