optimizer,opt_level,value_index,num_qubits,topology,strategy,sample,depth
Qiskit,3,0,18,Washington,precision,15,163
Qiskit,3,0,18,Washington,precision,16,191
Qiskit,3,0,18,Washington,precision,17,151
Qiskit,3,0,18,Washington,precision,18,152
Qiskit,3,0,18,Washington,precision,19,138
Qiskit,1,1,21,Auckland,predicates,0,157
Qiskit,1,1,21,Auckland,predicates,1,179
Qiskit,1,1,21,Auckland,predicates,2,158
Qiskit,1,1,21,Auckland,predicates,3,156
Qiskit,1,1,21,Auckland,predicates,4,161
Qiskit,1,1,21,Auckland,predicates,5,166
Qiskit,1,1,21,Auckland,predicates,6,178
Qiskit,1,1,21,Auckland,predicates,7,164
Qiskit,1,1,21,Auckland,predicates,8,157
Qiskit,1,1,21,Auckland,predicates,9,181
Qiskit,1,1,21,Auckland,predicates,10,156
Qiskit,1,1,21,Auckland,predicates,11,180
Qiskit,1,1,21,Auckland,predicates,12,172
Qiskit,1,1,21,Auckland,predicates,13,169
Qiskit,1,1,21,Auckland,predicates,14,164
Qiskit,1,1,21,Auckland,predicates,15,181
Qiskit,1,1,21,Auckland,predicates,16,185
Qiskit,1,1,21,Auckland,predicates,17,161
Qiskit,1,1,21,Auckland,predicates,18,200
Qiskit,1,1,21,Auckland,predicates,19,163
Qiskit,1,1,21,Auckland,precision,0,202
Qiskit,1,1,21,Auckland,precision,1,207
Qiskit,1,1,21,Auckland,precision,2,199
Qiskit,1,1,21,Auckland,precision,3,202
Qiskit,1,1,21,Auckland,precision,4,213
Qiskit,1,1,21,Auckland,precision,5,240
Qiskit,1,1,21,Auckland,precision,6,236
Qiskit,1,1,21,Auckland,precision,7,259
Qiskit,1,1,21,Auckland,precision,8,209
Qiskit,1,1,21,Auckland,precision,9,213
Qiskit,1,1,21,Auckland,precision,10,234
Qiskit,1,1,21,Auckland,precision,11,210
Qiskit,1,1,21,Auckland,precision,12,253
Qiskit,1,1,21,Auckland,precision,13,244
Qiskit,1,1,21,Auckland,precision,14,226
Qiskit,1,1,21,Auckland,precision,15,203
Qiskit,1,1,21,Auckland,precision,16,203
Qiskit,1,1,21,Auckland,precision,17,234
Qiskit,1,1,21,Auckland,precision,18,254
Qiskit,1,1,21,Auckland,precision,19,223
Qiskit,1,1,21,Washington,predicates,0,184
Qiskit,1,1,21,Washington,predicates,1,182
Qiskit,1,1,21,Washington,predicates,2,158
Qiskit,1,1,21,Washington,predicates,3,170
Qiskit,1,1,21,Washington,predicates,4,170
Qiskit,1,1,21,Washington,predicates,5,168
Qiskit,1,1,21,Washington,predicates,6,166
Qiskit,1,1,21,Washington,predicates,7,166
Qiskit,1,1,21,Washington,predicates,8,167
Qiskit,1,1,21,Washington,predicates,9,189
Qiskit,1,1,21,Washington,predicates,10,158
Qiskit,1,1,21,Washington,predicates,11,188
Qiskit,1,1,21,Washington,predicates,12,184
Qiskit,1,1,21,Washington,predicates,13,164
Qiskit,1,1,21,Washington,predicates,14,184
Qiskit,1,1,21,Washington,predicates,15,172
Qiskit,1,1,21,Washington,predicates,16,173
Qiskit,1,1,21,Washington,predicates,17,157
Qiskit,1,1,21,Washington,predicates,18,180
Qiskit,1,1,21,Washington,predicates,19,174
Qiskit,1,1,21,Washington,precision,0,209
Qiskit,1,1,21,Washington,precision,1,196
Qiskit,1,1,21,Washington,precision,2,187
Qiskit,1,1,21,Washington,precision,3,203
Qiskit,1,1,21,Washington,precision,4,223
Qiskit,1,1,21,Washington,precision,5,194
Qiskit,1,1,21,Washington,precision,6,233
Qiskit,1,1,21,Washington,precision,7,204
Qiskit,1,1,21,Washington,precision,8,217
Qiskit,1,1,21,Washington,precision,9,204
Qiskit,1,1,21,Washington,precision,10,202
Qiskit,1,1,21,Washington,precision,11,176
Qiskit,1,1,21,Washington,precision,12,201
Qiskit,1,1,21,Washington,precision,13,210
Qiskit,1,1,21,Washington,precision,14,190
Qiskit,1,1,21,Washington,precision,15,191
Qiskit,1,1,21,Washington,precision,16,237
Qiskit,1,1,21,Washington,precision,17,197
Qiskit,1,1,21,Washington,precision,18,202
Qiskit,1,1,21,Washington,precision,19,211
Qiskit,2,1,21,Auckland,predicates,0,167
Qiskit,2,1,21,Auckland,predicates,1,165
Qiskit,2,1,21,Auckland,predicates,2,160
Qiskit,2,1,21,Auckland,predicates,3,176
Qiskit,2,1,21,Auckland,predicates,4,160
Qiskit,2,1,21,Auckland,predicates,5,168
Qiskit,2,1,21,Auckland,predicates,6,144
Qiskit,2,1,21,Auckland,predicates,7,162
Qiskit,2,1,21,Auckland,predicates,8,160
Qiskit,2,1,21,Auckland,predicates,9,156
Qiskit,2,1,21,Auckland,predicates,10,155
Qiskit,2,1,21,Auckland,predicates,11,165
Qiskit,2,1,21,Auckland,predicates,12,170
Qiskit,2,1,21,Auckland,predicates,13,172
Qiskit,2,1,21,Auckland,predicates,14,176
Qiskit,2,1,21,Auckland,predicates,15,156
Qiskit,2,1,21,Auckland,predicates,16,166
Qiskit,2,1,21,Auckland,predicates,17,169
Qiskit,2,1,21,Auckland,predicates,18,142
Qiskit,2,1,21,Auckland,predicates,19,184
Qiskit,2,1,21,Auckland,precision,0,213
Qiskit,2,1,21,Auckland,precision,1,229
Qiskit,2,1,21,Auckland,precision,2,197
Qiskit,2,1,21,Auckland,precision,3,196
Qiskit,2,1,21,Auckland,precision,4,250
Qiskit,2,1,21,Auckland,precision,5,197
Qiskit,2,1,21,Auckland,precision,6,196
Qiskit,2,1,21,Auckland,precision,7,208
Qiskit,2,1,21,Auckland,precision,8,205
Qiskit,2,1,21,Auckland,precision,9,254
Qiskit,2,1,21,Auckland,precision,10,199
Qiskit,2,1,21,Auckland,precision,11,200
Qiskit,2,1,21,Auckland,precision,12,217
Qiskit,2,1,21,Auckland,precision,13,215
Qiskit,2,1,21,Auckland,precision,14,223
Qiskit,2,1,21,Auckland,precision,15,189
Qiskit,2,1,21,Auckland,precision,16,207
Qiskit,2,1,21,Auckland,precision,17,210
Qiskit,2,1,21,Auckland,precision,18,195
Qiskit,2,1,21,Auckland,precision,19,246
Qiskit,2,1,21,Washington,predicates,0,201
Qiskit,2,1,21,Washington,predicates,1,167
Qiskit,2,1,21,Washington,predicates,2,171
Qiskit,2,1,21,Washington,predicates,3,186
Qiskit,2,1,21,Washington,predicates,4,179
Qiskit,2,1,21,Washington,predicates,5,172
Qiskit,2,1,21,Washington,predicates,6,175
Qiskit,2,1,21,Washington,predicates,7,174
Qiskit,2,1,21,Washington,predicates,8,174
Qiskit,2,1,21,Washington,predicates,9,170
Qiskit,2,1,21,Washington,predicates,10,186
Qiskit,2,1,21,Washington,predicates,11,173
Qiskit,2,1,21,Washington,predicates,12,155
Qiskit,2,1,21,Washington,predicates,13,178
Qiskit,2,1,21,Washington,predicates,14,196
Qiskit,2,1,21,Washington,predicates,15,209
Qiskit,2,1,21,Washington,predicates,16,187
Qiskit,2,1,21,Washington,predicates,17,204
Qiskit,2,1,21,Washington,predicates,18,159
Qiskit,2,1,21,Washington,predicates,19,178
Qiskit,2,1,21,Washington,precision,0,199
Qiskit,2,1,21,Washington,precision,1,192
Qiskit,2,1,21,Washington,precision,2,190
Qiskit,2,1,21,Washington,precision,3,219
Qiskit,2,1,21,Washington,precision,4,221
Qiskit,2,1,21,Washington,precision,5,189
Qiskit,2,1,21,Washington,precision,6,187
Qiskit,2,1,21,Washington,precision,7,180
Qiskit,2,1,21,Washington,precision,8,242
Qiskit,2,1,21,Washington,precision,9,192
Qiskit,2,1,21,Washington,precision,10,225
Qiskit,2,1,21,Washington,precision,11,177
Qiskit,2,1,21,Washington,precision,12,202
Qiskit,2,1,21,Washington,precision,13,207
Qiskit,2,1,21,Washington,precision,14,196
Qiskit,2,1,21,Washington,precision,15,214
Qiskit,2,1,21,Washington,precision,16,201
Qiskit,2,1,21,Washington,precision,17,197
Qiskit,2,1,21,Washington,precision,18,215
Qiskit,2,1,21,Washington,precision,19,204
Qiskit,3,1,21,Auckland,predicates,0,187
Qiskit,3,1,21,Auckland,predicates,1,175
Qiskit,3,1,21,Auckland,predicates,2,206
Qiskit,3,1,21,Auckland,predicates,3,197
Qiskit,3,1,21,Auckland,predicates,4,187
Qiskit,3,1,21,Auckland,predicates,5,193
Qiskit,3,1,21,Auckland,predicates,6,177
Qiskit,3,1,21,Auckland,predicates,7,218
Qiskit,3,1,21,Auckland,predicates,8,164
Qiskit,3,1,21,Auckland,predicates,9,187
Qiskit,3,1,21,Auckland,predicates,10,182
Qiskit,3,1,21,Auckland,predicates,11,167
Qiskit,3,1,21,Auckland,predicates,12,194
Qiskit,3,1,21,Auckland,predicates,13,194
Qiskit,3,1,21,Auckland,predicates,14,205
Qiskit,3,1,21,Auckland,predicates,15,163
Qiskit,3,1,21,Auckland,predicates,16,192
Qiskit,3,1,21,Auckland,predicates,17,208
Qiskit,3,1,21,Auckland,predicates,18,197
Qiskit,3,1,21,Auckland,predicates,19,189
Qiskit,3,1,21,Auckland,precision,0,265
Qiskit,3,1,21,Auckland,precision,1,242
Qiskit,3,1,21,Auckland,precision,2,258
Qiskit,3,1,21,Auckland,precision,3,221
Qiskit,3,1,21,Auckland,precision,4,205
Qiskit,3,1,21,Auckland,precision,5,242
Qiskit,3,1,21,Auckland,precision,6,251
Qiskit,3,1,21,Auckland,precision,7,254
Qiskit,3,1,21,Auckland,precision,8,226
Qiskit,3,1,21,Auckland,precision,9,277
Qiskit,3,1,21,Auckland,precision,10,237
Qiskit,3,1,21,Auckland,precision,11,226
Qiskit,3,1,21,Auckland,precision,12,245
Qiskit,3,1,21,Auckland,precision,13,233
Qiskit,3,1,21,Auckland,precision,14,261
Qiskit,3,1,21,Auckland,precision,15,220
Qiskit,3,1,21,Auckland,precision,16,250
Qiskit,3,1,21,Auckland,precision,17,195
Qiskit,3,1,21,Auckland,precision,18,209
Qiskit,3,1,21,Auckland,precision,19,223
Qiskit,3,1,21,Washington,predicates,0,194
Qiskit,3,1,21,Washington,predicates,1,197
Qiskit,3,1,21,Washington,predicates,2,207
Qiskit,3,1,21,Washington,predicates,3,172
Qiskit,3,1,21,Washington,predicates,4,212
Qiskit,3,1,21,Washington,predicates,5,171
Qiskit,3,1,21,Washington,predicates,6,206
Qiskit,3,1,21,Washington,predicates,7,192
Qiskit,3,1,21,Washington,predicates,8,183
Qiskit,3,1,21,Washington,predicates,9,174
Qiskit,3,1,21,Washington,predicates,10,224
Qiskit,3,1,21,Washington,predicates,11,177
Qiskit,3,1,21,Washington,predicates,12,209
Qiskit,3,1,21,Washington,predicates,13,239
Qiskit,3,1,21,Washington,predicates,14,244
Qiskit,3,1,21,Washington,predicates,15,171
Qiskit,3,1,21,Washington,predicates,16,182
Qiskit,3,1,21,Washington,predicates,17,206
Qiskit,3,1,21,Washington,predicates,18,197
Qiskit,3,1,21,Washington,predicates,19,173
Qiskit,3,1,21,Washington,precision,0,222
Qiskit,3,1,21,Washington,precision,1,198
Qiskit,3,1,21,Washington,precision,2,234
Qiskit,3,1,21,Washington,precision,3,210
Qiskit,3,1,21,Washington,precision,4,240
Qiskit,3,1,21,Washington,precision,5,236
Qiskit,3,1,21,Washington,precision,6,267
Qiskit,3,1,21,Washington,precision,7,223
Qiskit,3,1,21,Washington,precision,8,233
Qiskit,3,1,21,Washington,precision,9,220
Qiskit,3,1,21,Washington,precision,10,298
Qiskit,3,1,21,Washington,precision,11,209
Qiskit,3,1,21,Washington,precision,12,223
Qiskit,3,1,21,Washington,precision,13,202
Qiskit,3,1,21,Washington,precision,14,231
Qiskit,3,1,21,Washington,precision,15,219
Qiskit,3,1,21,Washington,precision,16,262
Qiskit,3,1,21,Washington,precision,17,258
Qiskit,3,1,21,Washington,precision,18,227
Qiskit,3,1,21,Washington,precision,19,236
Qiskit,1,2,24,Auckland,predicates,0,243
Qiskit,1,2,24,Auckland,predicates,1,224
Qiskit,1,2,24,Auckland,predicates,2,197
Qiskit,1,2,24,Auckland,predicates,3,199
Qiskit,1,2,24,Auckland,predicates,4,232
Qiskit,1,2,24,Auckland,predicates,5,217
Qiskit,1,2,24,Auckland,predicates,6,217
Qiskit,1,2,24,Auckland,predicates,7,201
Qiskit,1,2,24,Auckland,predicates,8,208
Qiskit,1,2,24,Auckland,predicates,9,204
Qiskit,1,2,24,Auckland,predicates,10,216
Qiskit,1,2,24,Auckland,predicates,11,201
Qiskit,1,2,24,Auckland,predicates,12,191
Qiskit,1,2,24,Auckland,predicates,13,203
Qiskit,1,2,24,Auckland,predicates,14,218
Qiskit,1,2,24,Auckland,predicates,15,238
Qiskit,1,2,24,Auckland,predicates,16,212
Qiskit,1,2,24,Auckland,predicates,17,209
Qiskit,1,2,24,Auckland,predicates,18,199
Qiskit,1,2,24,Auckland,predicates,19,233
Qiskit,1,2,24,Auckland,precision,0,337
Qiskit,1,2,24,Auckland,precision,1,298
Qiskit,1,2,24,Auckland,precision,2,349
Qiskit,1,2,24,Auckland,precision,3,342
Qiskit,1,2,24,Auckland,precision,4,261
Qiskit,1,2,24,Auckland,precision,5,385
Qiskit,1,2,24,Auckland,precision,6,334
Qiskit,1,2,24,Auckland,precision,7,373
Qiskit,1,2,24,Auckland,precision,8,456
Qiskit,1,2,24,Auckland,precision,9,298
Qiskit,1,2,24,Auckland,precision,10,321
Qiskit,1,2,24,Auckland,precision,11,373
Qiskit,1,2,24,Auckland,precision,12,346
Qiskit,1,2,24,Auckland,precision,13,382
Qiskit,1,2,24,Auckland,precision,14,331
Qiskit,1,2,24,Auckland,precision,15,292
Qiskit,1,2,24,Auckland,precision,16,315
Qiskit,1,2,24,Auckland,precision,17,270
Qiskit,1,2,24,Auckland,precision,18,423
Qiskit,1,2,24,Auckland,precision,19,387
Qiskit,1,2,24,Washington,predicates,0,221
Qiskit,1,2,24,Washington,predicates,1,227
Qiskit,1,2,24,Washington,predicates,2,252
Qiskit,1,2,24,Washington,predicates,3,207
Qiskit,1,2,24,Washington,predicates,4,241
Qiskit,1,2,24,Washington,predicates,5,212
Qiskit,1,2,24,Washington,predicates,6,197
Qiskit,1,2,24,Washington,predicates,7,224
Qiskit,1,2,24,Washington,predicates,8,227
Qiskit,1,2,24,Washington,predicates,9,219
Qiskit,1,2,24,Washington,predicates,10,229
Qiskit,1,2,24,Washington,predicates,11,211
Qiskit,1,2,24,Washington,predicates,12,218
Qiskit,1,2,24,Washington,predicates,13,275
Qiskit,1,2,24,Washington,predicates,14,242
Qiskit,1,2,24,Washington,predicates,15,210
Qiskit,1,2,24,Washington,predicates,16,214
Qiskit,1,2,24,Washington,predicates,17,232
Qiskit,1,2,24,Washington,predicates,18,252
Qiskit,1,2,24,Washington,predicates,19,204
Qiskit,1,2,24,Washington,precision,0,358
Qiskit,1,2,24,Washington,precision,1,307
Qiskit,1,2,24,Washington,precision,2,384
Qiskit,1,2,24,Washington,precision,3,369
Qiskit,1,2,24,Washington,precision,4,337
Qiskit,1,2,24,Washington,precision,5,391
Qiskit,1,2,24,Washington,precision,6,382
Qiskit,1,2,24,Washington,precision,7,369
Qiskit,1,2,24,Washington,precision,8,301
Qiskit,1,2,24,Washington,precision,9,310
Qiskit,1,2,24,Washington,precision,10,346
Qiskit,1,2,24,Washington,precision,11,277
Qiskit,1,2,24,Washington,precision,12,358
Qiskit,1,2,24,Washington,precision,13,327
Qiskit,1,2,24,Washington,precision,14,322
Qiskit,1,2,24,Washington,precision,15,345
Qiskit,1,2,24,Washington,precision,16,370
Qiskit,1,2,24,Washington,precision,17,384
Qiskit,1,2,24,Washington,precision,18,356
Qiskit,1,2,24,Washington,precision,19,359
Qiskit,2,2,24,Auckland,predicates,0,206
Qiskit,2,2,24,Auckland,predicates,1,234
Qiskit,2,2,24,Auckland,predicates,2,206
Qiskit,2,2,24,Auckland,predicates,3,198
Qiskit,2,2,24,Auckland,predicates,4,220
Qiskit,2,2,24,Auckland,predicates,5,188
Qiskit,2,2,24,Auckland,predicates,6,243
Qiskit,2,2,24,Auckland,predicates,7,214
Qiskit,2,2,24,Auckland,predicates,8,249
Qiskit,2,2,24,Auckland,predicates,9,208
Qiskit,2,2,24,Auckland,predicates,10,205
Qiskit,2,2,24,Auckland,predicates,11,203
Qiskit,2,2,24,Auckland,predicates,12,225
Qiskit,2,2,24,Auckland,predicates,13,211
Qiskit,2,2,24,Auckland,predicates,14,207
Qiskit,2,2,24,Auckland,predicates,15,201
Qiskit,2,2,24,Auckland,predicates,16,205
Qiskit,2,2,24,Auckland,predicates,17,221
Qiskit,2,2,24,Auckland,predicates,18,183
Qiskit,2,2,24,Auckland,predicates,19,208
Qiskit,2,2,24,Auckland,precision,0,274
Qiskit,2,2,24,Auckland,precision,1,343
Qiskit,2,2,24,Auckland,precision,2,339
Qiskit,2,2,24,Auckland,precision,3,329
Qiskit,2,2,24,Auckland,precision,4,354
Qiskit,2,2,24,Auckland,precision,5,353
Qiskit,2,2,24,Auckland,precision,6,374
Qiskit,2,2,24,Auckland,precision,7,337
Qiskit,2,2,24,Auckland,precision,8,321
Qiskit,2,2,24,Auckland,precision,9,360
Qiskit,2,2,24,Auckland,precision,10,311
Qiskit,2,2,24,Auckland,precision,11,273
Qiskit,2,2,24,Auckland,precision,12,345
Qiskit,2,2,24,Auckland,precision,13,390
Qiskit,2,2,24,Auckland,precision,14,327
Qiskit,2,2,24,Auckland,precision,15,325
Qiskit,2,2,24,Auckland,precision,16,382
Qiskit,2,2,24,Auckland,precision,17,309
Qiskit,2,2,24,Auckland,precision,18,344
Qiskit,2,2,24,Auckland,precision,19,280
Qiskit,2,2,24,Washington,predicates,0,207
Qiskit,2,2,24,Washington,predicates,1,227
Qiskit,2,2,24,Washington,predicates,2,210
Qiskit,2,2,24,Washington,predicates,3,220
Qiskit,2,2,24,Washington,predicates,4,229
Qiskit,2,2,24,Washington,predicates,5,244
Qiskit,2,2,24,Washington,predicates,6,221
Qiskit,2,2,24,Washington,predicates,7,250
Qiskit,2,2,24,Washington,predicates,8,205
Qiskit,2,2,24,Washington,predicates,9,220
Qiskit,2,2,24,Washington,predicates,10,235
Qiskit,2,2,24,Washington,predicates,11,228
Qiskit,2,2,24,Washington,predicates,12,211
Qiskit,2,2,24,Washington,predicates,13,229
Qiskit,2,2,24,Washington,predicates,14,260
Qiskit,2,2,24,Washington,predicates,15,207
Qiskit,2,2,24,Washington,predicates,16,230
Qiskit,2,2,24,Washington,predicates,17,254
Qiskit,2,2,24,Washington,predicates,18,207
Qiskit,2,2,24,Washington,predicates,19,240
Qiskit,2,2,24,Washington,precision,0,326
Qiskit,2,2,24,Washington,precision,1,311
Qiskit,2,2,24,Washington,precision,2,300
Qiskit,2,2,24,Washington,precision,3,301
Qiskit,2,2,24,Washington,precision,4,288
Qiskit,2,2,24,Washington,precision,5,357
Qiskit,2,2,24,Washington,precision,6,301
Qiskit,2,2,24,Washington,precision,7,362
Qiskit,2,2,24,Washington,precision,8,299
Qiskit,2,2,24,Washington,precision,9,296
Qiskit,2,2,24,Washington,precision,10,339
Qiskit,2,2,24,Washington,precision,11,356
Qiskit,2,2,24,Washington,precision,12,370
Qiskit,2,2,24,Washington,precision,13,325
Qiskit,2,2,24,Washington,precision,14,328
Qiskit,2,2,24,Washington,precision,15,295
Qiskit,2,2,24,Washington,precision,16,355
Qiskit,2,2,24,Washington,precision,17,312
Qiskit,2,2,24,Washington,precision,18,300
Qiskit,2,2,24,Washington,precision,19,311
Qiskit,3,2,24,Auckland,predicates,0,229
Qiskit,3,2,24,Auckland,predicates,1,217
Qiskit,3,2,24,Auckland,predicates,2,233
Qiskit,3,2,24,Auckland,predicates,3,210
Qiskit,3,2,24,Auckland,predicates,4,276
Qiskit,3,2,24,Auckland,predicates,5,254
Qiskit,3,2,24,Auckland,predicates,6,231
Qiskit,3,2,24,Auckland,predicates,7,231
Qiskit,3,2,24,Auckland,predicates,8,209
Qiskit,3,2,24,Auckland,predicates,9,278
Qiskit,3,2,24,Auckland,predicates,10,219
Qiskit,3,2,24,Auckland,predicates,11,253
Qiskit,3,2,24,Auckland,predicates,12,248
Qiskit,3,2,24,Auckland,predicates,13,228
Qiskit,3,2,24,Auckland,predicates,14,217
Qiskit,3,2,24,Auckland,predicates,15,235
Qiskit,3,2,24,Auckland,predicates,16,268
Qiskit,3,2,24,Auckland,predicates,17,217
Qiskit,3,2,24,Auckland,predicates,18,308
Qiskit,3,2,24,Auckland,predicates,19,220
Qiskit,3,2,24,Auckland,precision,0,408
Qiskit,3,2,24,Auckland,precision,1,298
Qiskit,3,2,24,Auckland,precision,2,288
Qiskit,3,2,24,Auckland,precision,3,336
Qiskit,3,2,24,Auckland,precision,4,301
Qiskit,3,2,24,Auckland,precision,5,338
Qiskit,3,2,24,Auckland,precision,6,305
Qiskit,3,2,24,Auckland,precision,7,412
Qiskit,3,2,24,Auckland,precision,8,316
Qiskit,3,2,24,Auckland,precision,9,360
Qiskit,3,2,24,Auckland,precision,10,311
Qiskit,3,2,24,Auckland,precision,11,335
Qiskit,3,2,24,Auckland,precision,12,340
Qiskit,3,2,24,Auckland,precision,13,278
Qiskit,3,2,24,Auckland,precision,14,343
Qiskit,3,2,24,Auckland,precision,15,261
Qiskit,3,2,24,Auckland,precision,16,343
Qiskit,3,2,24,Auckland,precision,17,265
Qiskit,3,2,24,Auckland,precision,18,360
Qiskit,3,2,24,Auckland,precision,19,297
Qiskit,3,2,24,Washington,predicates,0,230
Qiskit,3,2,24,Washington,predicates,1,225
Qiskit,3,2,24,Washington,predicates,2,233
Qiskit,3,2,24,Washington,predicates,3,231
Qiskit,3,2,24,Washington,predicates,4,227
Qiskit,3,2,24,Washington,predicates,5,212
Qiskit,3,2,24,Washington,predicates,6,251
Qiskit,3,2,24,Washington,predicates,7,214
Qiskit,3,2,24,Washington,predicates,8,239
Qiskit,3,2,24,Washington,predicates,9,248
Qiskit,3,2,24,Washington,predicates,10,196
Qiskit,3,2,24,Washington,predicates,11,230
Qiskit,3,2,24,Washington,predicates,12,248
Qiskit,3,2,24,Washington,predicates,13,220
Qiskit,3,2,24,Washington,predicates,14,248
Qiskit,3,2,24,Washington,predicates,15,222
Qiskit,3,2,24,Washington,predicates,16,241
Qiskit,3,2,24,Washington,predicates,17,289
Qiskit,3,2,24,Washington,predicates,18,211
Qiskit,3,2,24,Washington,predicates,19,220
Qiskit,3,2,24,Washington,precision,0,308
Qiskit,3,2,24,Washington,precision,1,360
Qiskit,3,2,24,Washington,precision,2,370
Qiskit,3,2,24,Washington,precision,3,265
Qiskit,3,2,24,Washington,precision,4,328
Qiskit,3,2,24,Washington,precision,5,302
Qiskit,3,2,24,Washington,precision,6,297
Qiskit,3,2,24,Washington,precision,7,335
Qiskit,3,2,24,Washington,precision,8,287
Qiskit,3,2,24,Washington,precision,9,334
Qiskit,3,2,24,Washington,precision,10,279
Qiskit,3,2,24,Washington,precision,11,290
Qiskit,3,2,24,Washington,precision,12,334
Qiskit,3,2,24,Washington,precision,13,331
Qiskit,3,2,24,Washington,precision,14,322
Qiskit,3,2,24,Washington,precision,15,331
Qiskit,3,2,24,Washington,precision,16,329
Qiskit,3,2,24,Washington,precision,17,421
Qiskit,3,2,24,Washington,precision,18,277
Qiskit,3,2,24,Washington,precision,19,320
optimizer,opt_level,value_index,num_qubits,topology,strategy,sample,depth
Tket,1,0,18,Auckland,predicates,0,169
Tket,1,0,18,Auckland,precision,0,169
Tket,1,0,18,Washington,predicates,0,161
Tket,1,0,18,Washington,precision,0,161
Tket,1,1,21,Auckland,predicates,0,186
Tket,1,1,21,Auckland,precision,0,202
Tket,1,1,21,Washington,predicates,0,200
Tket,1,1,21,Washington,precision,0,210
Tket,1,2,24,Auckland,predicates,0,235
Tket,1,2,24,Auckland,precision,0,280
Tket,1,2,24,Washington,predicates,0,202
Tket,1,2,24,Washington,precision,0,284
Qiskit,1,0,18,Auckland,predicates,0,189
Qiskit,1,0,18,Auckland,predicates,1,143
Qiskit,1,0,18,Auckland,predicates,2,142
Qiskit,1,0,18,Auckland,predicates,3,153
Qiskit,1,0,18,Auckland,predicates,4,163
Qiskit,1,0,18,Auckland,predicates,5,154
Qiskit,1,0,18,Auckland,predicates,6,157
Qiskit,1,0,18,Auckland,predicates,7,172
Qiskit,1,0,18,Auckland,predicates,8,148
Qiskit,1,0,18,Auckland,predicates,9,183
Qiskit,1,0,18,Auckland,predicates,10,181
Qiskit,1,0,18,Auckland,predicates,11,162
Qiskit,1,0,18,Auckland,predicates,12,152
Qiskit,1,0,18,Auckland,predicates,13,142
Qiskit,1,0,18,Auckland,predicates,14,150
Qiskit,1,0,18,Auckland,predicates,15,165
Qiskit,1,0,18,Auckland,predicates,16,176
Qiskit,1,0,18,Auckland,predicates,17,158
Qiskit,1,0,18,Auckland,predicates,18,149
Qiskit,1,0,18,Auckland,predicates,19,180
Qiskit,1,0,18,Auckland,precision,0,158
Qiskit,1,0,18,Auckland,precision,1,157
Qiskit,1,0,18,Auckland,precision,2,141
Qiskit,1,0,18,Auckland,precision,3,159
Qiskit,1,0,18,Auckland,precision,4,145
Qiskit,1,0,18,Auckland,precision,5,181
Qiskit,1,0,18,Auckland,precision,6,158
Qiskit,1,0,18,Auckland,precision,7,142
Qiskit,1,0,18,Auckland,precision,8,150
Qiskit,1,0,18,Auckland,precision,9,161
Qiskit,1,0,18,Auckland,precision,10,155
Qiskit,1,0,18,Auckland,precision,11,156
Qiskit,1,0,18,Auckland,precision,12,172
Qiskit,1,0,18,Auckland,precision,13,167
Qiskit,1,0,18,Auckland,precision,14,154
Qiskit,1,0,18,Auckland,precision,15,143
Qiskit,1,0,18,Auckland,precision,16,150
Qiskit,1,0,18,Auckland,precision,17,169
Qiskit,1,0,18,Auckland,precision,18,177
Qiskit,1,0,18,Auckland,precision,19,153
Qiskit,1,0,18,Washington,predicates,0,157
Qiskit,1,0,18,Washington,predicates,1,171
Qiskit,1,0,18,Washington,predicates,2,133
Qiskit,1,0,18,Washington,predicates,3,176
Qiskit,1,0,18,Washington,predicates,4,172
Qiskit,1,0,18,Washington,predicates,5,181
Qiskit,1,0,18,Washington,predicates,6,158
Qiskit,1,0,18,Washington,predicates,7,175
Qiskit,1,0,18,Washington,predicates,8,177
Qiskit,1,0,18,Washington,predicates,9,175
Qiskit,1,0,18,Washington,predicates,10,193
Qiskit,1,0,18,Washington,predicates,11,137
Qiskit,1,0,18,Washington,predicates,12,175
Qiskit,1,0,18,Washington,predicates,13,135
Qiskit,1,0,18,Washington,predicates,14,152
Qiskit,1,0,18,Washington,predicates,15,172
Qiskit,1,0,18,Washington,predicates,16,182
Qiskit,1,0,18,Washington,predicates,17,178
Qiskit,1,0,18,Washington,predicates,18,186
Qiskit,1,0,18,Washington,predicates,19,166
Qiskit,1,0,18,Washington,precision,0,209
Qiskit,1,0,18,Washington,precision,1,174
Qiskit,1,0,18,Washington,precision,2,176
Qiskit,1,0,18,Washington,precision,3,157
Qiskit,1,0,18,Washington,precision,4,153
Qiskit,1,0,18,Washington,precision,5,145
Qiskit,1,0,18,Washington,precision,6,183
Qiskit,1,0,18,Washington,precision,7,162
Qiskit,1,0,18,Washington,precision,8,160
Qiskit,1,0,18,Washington,precision,9,158
Qiskit,1,0,18,Washington,precision,10,153
Qiskit,1,0,18,Washington,precision,11,162
Qiskit,1,0,18,Washington,precision,12,178
Qiskit,1,0,18,Washington,precision,13,143
Qiskit,1,0,18,Washington,precision,14,158
Qiskit,1,0,18,Washington,precision,15,173
Qiskit,1,0,18,Washington,precision,16,171
Qiskit,1,0,18,Washington,precision,17,167
Qiskit,1,0,18,Washington,precision,18,171
Qiskit,1,0,18,Washington,precision,19,158
Qiskit,2,0,18,Auckland,predicates,0,142
Qiskit,2,0,18,Auckland,predicates,1,160
Qiskit,2,0,18,Auckland,predicates,2,144
Qiskit,2,0,18,Auckland,predicates,3,153
