bitstring,energy,prob
1101100010010010,4.899999998997373e-05,0.0009765625
0110011110011001,0.0002250000000003638,0.0009765625
1010110101110001,0.0003240000000062082,0.0009765625
1101100111100010,0.0009609999999895535,0.0009765625
1010011010110001,0.001520999999996775,0.0009765625
1101011101100010,0.0017639999999943257,0.0009765625
1100011100100001,0.0024999999999977263,0.0009765625
1100011011010001,0.0029159999999990305,0.0009765625
1101010110110010,0.004355999999987148,0.0009765625
1101110001110010,0.005624999999987779,0.0009765625
0110010001101001,0.005624999999994884,0.0009765625
1100000010110001,0.006399999999999295,0.0009765625
1100010100000001,0.013924000000002934,0.0009765625
0110001001000101,0.014161000000001422,0.0009765625
1010110100011001,0.020164000000008286,0.0009765625
1100111101111110,0.02102500000000873,0.0009765625
1010001101100001,0.02102500000000873,0.0009765625
1100000001001001,0.02559999999999718,0.0009765625
1100010001001001,0.026243999999991274,0.0009765625
1010100001011001,0.02689599999999359,0.0009765625
1100011101001001,0.030276000000000636,0.0009765625
0110011011110001,0.03348899999998878,0.0009765625
1100010000111110,0.036100000000004684,0.0009765625
1100001100101001,0.04161599999999055,0.0009765625
0110000100010101,0.04796100000001502,0.0009765625
0110010110010101,0.05616900000001124,0.0009765625
1101101001011100,0.05904899999998747,0.0009765625
1100110011101001,0.05904899999998747,0.0009765625
1101100010011010,0.06200099999998798,0.0009765625
1100100100011001,0.07022499999999354,0.0009765625
0110100110010001,0.0761760000000038,0.0009765625
1100010110011001,0.07952399999999216,0.0009765625
1100001110011001,0.08065599999999051,0.0009765625
1010111010111110,0.08643599999999196,0.0009765625
1101111111011010,0.08702499999998992,0.0009765625
1101110101101100,0.09060099999999238,0.0009765625
1101100001111010,0.10824099999999248,0.0019531250000000004
1101001001111010,0.11022399999998811,0.0009765625
1101011111001100,0.11971599999999682,0.0009765625
1010100001011110,0.12110400000000254,0.0009765625
1101101011111010,0.12180099999999072,0.0009765625
1100100001001110,0.12320099999999456,0.0009765625
1010011110100101,0.12460899999999242,0.0009765625
