index,bitstring,cost,energy,probability
10,000010100001110111001101101,0,1361.0,0.0009765625
11,100100001001111110000010110,0,1401.0,0.0009765625
22,011000100001001101010101100,0,1761.5,0.0009765625
33,001100100001010010010110100,0,2001.75,0.0009765625
43,000110001001011110100101110,0,2081.75,0.0009765625
45,011000001001011100010101001,0,2081.75,0.0009765625
56,010000100001111101000111000,0,2241.75,0.0009765625
67,100100001001011110100011110,0,2362.0,0.0009765625
84,001100001001001101011000110,0,2602.25,0.0009765625
100,111000001001111001100100000,0,2762.25,0.0009765625
118,011000100001011101011110110,0,2922.5,0.0009765625
177,100000100001011000011110100,0,3443.0,0.0009765625
201,010000001001101110001110001,0,3603.0,0.0009765625
203,001100001001110110111110101,0,3603.0,0.0009765625
204,100100100001111000010011101,0,3603.0,0.0009765625
242,010111001001011101000101000,0,3763.25,0.0009765625
259,011100001001111010100001100,0,3883.25,0.0009765625
261,011100100001101100011000001,0,3883.25,0.0009765625
310,001100100001110110001111111,0,4163.5,0.0009765625
315,000110001001111110111111011,0,4203.5,0.0009765625
329,000100001001000111011001111,0,4243.75,0.0009765625
339,011100100001011000010100111,0,4283.75,0.0009765625
369,001110001001000001100111101,0,4484.0,0.0009765625
420,010100001001010000011100110,0,4804.25,0.0009765625
435,000001100001011011100001111,0,4844.25,0.0009765625
436,100001001001001111100011111,0,4844.25,0.0009765625
475,000101001001011010001101011,0,5124.5,0.0009765625
503,110100100001110110010100111,0,5284.5,0.0009765625
521,001001001001010111011111101,0,5404.75,0.0009765625
563,101101001001011010110101011,0,5685.0,0.0009765625
570,010011001001011101000110101,0,5725.0,0.0009765625
656,010011100001101101101111001,0,6405.5,0.0009765625
679,011100100001011100010111101,0,6565.75,0.0009765625
686,101010001001110111000000010,0,6685.75,0.0009765625
708,101011001001011101111110101,0,6846.0,0.0009765625
710,110001001001011100011101011,0,6846.0,0.0009765625
764,111001001001101101000111110,0,7526.5,0.0009765625
788,000111100001100100011100111,0,7766.75,0.0009765625
841,011100100001011010111101111,0,8487.5,0.0009765625
877,101111001001110110101011101,0,8927.75,0.0009765625
895,010110100001000011111101111,0,9248.25,0.0009765625
939,000111001001010111101111111,0,10169.0,0.0009765625
953,011101001001011100100101101,0,10489.25,0.0009765625
