index,bitstring,cost,energy,probability
18,011001100001110101001,0,1802.0,0.0009765625
24,100101001001110001001,0,2002.25,0.0009765625
30,001010100001101110010,0,2152.5,0.0009765625
43,000001001001010010000,0,2252.75,0.0009765625
193,011011001001100011001,0,3354.0,0.0009765625
306,010001001001001101101,0,3804.75,0.0009765625
394,011101100001110000101,0,4205.0,0.0009765625
464,110111100001101001100,0,4555.5,0.0009765625
560,101111001001001111101,0,4806.0,0.0009765625
563,100101100001001110111,0,4806.0,0.0009765625
