index,bitstring,cost,energy,probability
0,110000100001000000,0,20.5,0.0009765625
4,110000100001010000,0,30.75,0.0009765625
26,001110100001010100,0,41.0,0.0009765625
34,011001100001100000,0,51.0,0.0009765625
36,011110100001110000,0,51.0,0.0009765625
81,010110100001110100,0,61.25,0.0009765625
91,111000100001110001,0,61.25,0.0009765625
100,011100100001101011,0,61.25,0.0009765625
147,110010001001100111,0,71.5,0.0009765625
194,111110001001100001,0,81.75,0.0009765625
221,011001100001011000,0,82.0,0.0009765625
239,001010001001010001,0,82.0,0.0009765625
280,010100001001111011,0,92.0,0.0009765625
307,000110100001000101,0,92.25,0.0009765625
367,000111001001010010,0,102.5,0.0009765625
383,111110001001111100,0,112.5,0.0009765625
531,010001100001011010,0,133.25,0.0009765625
602,000011001001011101,0,143.5,0.0009765625
636,011001001001011100,0,153.75,0.0009765625
679,111110001001010001,0,164.0,0.0009765625
688,101010001001001111,0,164.0,0.0009765625
716,000111001001010001,0,174.25,0.0009765625
737,111011100001111011,0,184.25,0.0009765625
806,100011100001000101,0,205.0,0.0009765625
813,101010001001111100,0,215.0,0.0009765625
840,011111100001001110,0,225.5,0.0009765625
847,001001001001011011,0,225.5,0.0009765625
853,101111100001100111,0,235.5,0.0009765625
866,010011001001011101,0,235.75,0.0009765625
881,100101001001001101,0,246.0,0.0009765625
921,110101001001001001,0,287.0,0.0009765625
964,011011001001000011,0,338.25,0.0009765625
975,101101001001001111,0,358.75,0.0009765625
