index,bitstring,energy,prob
224,001000101001000000,92.25,0.0009765625
225,000001110111000000,92.25,0.0009765625
226,001101100000001000,92.25,0.0009765625
227,011110111000010100,92.25,0.0009765625
228,010100000100001100,92.25,0.0009765625
229,110000101010011100,92.25,0.0009765625
230,101100111001000010,92.25,0.0009765625
231,110010011000011010,92.25,0.0009765625
232,101100000110011010,92.25,0.0009765625
233,010000011001011010,92.25,0.0009765625
234,011110000100000110,92.25,0.0009765625
235,101100010100001110,92.25,0.0009765625
236,111000100000001001,92.25,0.0009765625
237,010000010000000101,92.25,0.0009765625
238,100100110000000101,92.25,0.0009765625
239,101000000010011111,92.25,0.0009765625
240,101001000000100000,102.25,0.0009765625
241,111011100000110000,102.25,0.0009765625
242,001111001110101000,102.25,0.0009765625
243,101100000011101000,102.25,0.0009765625
244,000100001011101000,102.25,0.0009765625
245,010010000000100100,102.25,0.0009765625
246,111011110000100100,102.25,0.0009765625
247,000101111110100100,102.25,0.0009765625
248,010000001001100100,102.25,0.0009765625
249,010010000101100100,102.25,0.0009765625
250,001100001011100100,102.25,0.0009765625
251,010000000111100100,102.25,0.0009765625
252,101101000001111100,102.25,0.0009765625
253,010010000010100010,102.25,0.0009765625
254,010110110100110010,102.25,0.0009765625
255,000000010110110010,102.25,0.0009765625
256,101000000111110010,102.25,0.0009765625
257,000000110100101010,102.25,0.0009765625
258,111101011010101010,102.25,0.0009765625
259,001101101100111010,102.25,0.0009765625
260,101011000100100110,102.25,0.0009765625
261,101011000110100110,102.25,0.0009765625
262,100011011001100110,102.25,0.0009765625
263,110001011000110110,102.25,0.0009765625
264,001110111100110110,102.25,0.0009765625
265,111000010010110110,102.25,0.0009765625
266,000111110110110110,102.25,0.0009765625
267,011011100001110110,102.25,0.0009765625
268,000101000110101110,102.25,0.0009765625
269,000011111110100001,102.25,0.0009765625
270,111100011101100001,102.25,0.0009765625
271,110010010001110001,102.25,0.0009765625
272,100110001100101001,102.25,0.0009765625
273,011011100011101001,102.25,0.0009765625
274,110010001111101001,102.25,0.0009765625
275,110100111001111001,102.25,0.0009765625
276,101011000011111001,102.25,0.0009765625
277,011010000011100101,102.25,0.0009765625
278,100000110110110101,102.25,0.0009765625
279,110100110001110101,102.25,0.0009765625
280,010110011001110101,102.25,0.0009765625
281,000001101000101101,102.25,0.0009765625
282,001011010001101101,102.25,0.0009765625
283,011001100110111101,102.25,0.0009765625
284,111000110001111101,102.25,0.0009765625
285,010000001111111101,102.25,0.0009765625
286,000001000000110011,102.25,0.0009765625
287,011100000100110011,102.25,0.0009765625
288,100011011100110011,102.25,0.0009765625
289,111100001011101011,102.25,0.0009765625
290,110100110010100111,102.25,0.0009765625
