index,bitstring,cost,energy,probability
2,011100100001100001,10,20.25,0.0009765625
4,000110001001011000,10,20.5,0.0009765625
8,110000100001101010,10,30.5,0.0009765625
22,000110001001001000,10,30.75,0.0009765625
28,100100001001000100,10,30.75,0.0009765625
30,110000100001011100,10,30.75,0.0009765625
36,011111100001100000,10,40.75,0.0019531250000000004
48,111100001001110010,10,40.75,0.0009765625
49,111100001001101010,10,40.75,0.0009765625
51,000110001001111010,10,40.75,0.0009765625
56,011100100001111110,10,40.75,0.0009765625
58,110000100001110001,10,40.75,0.0009765625
70,010010100001111101,10,40.75,0.0009765625
74,001000100001101011,10,40.75,0.0009765625
88,001110001001010100,10,41.0,0.0009765625
91,001100001001001100,10,41.0,0.0009765625
115,011100100001111100,10,51.0,0.0009765625
121,001111100001110010,10,51.0,0.0009765625
136,111100100001101110,10,51.0,0.0009765625
138,110000100001111110,10,51.0,0.0009765625
146,100110001001111001,10,51.0,0.0009765625
150,111100100001100101,10,51.0,0.0009765625
154,110000001001110101,10,51.0,0.0009765625
183,011010100001011100,10,51.25,0.0009765625
184,001110100001011100,10,51.25,0.0009765625
192,011000100001001001,10,51.25,0.0009765625
201,110011100001110000,10,61.25,0.0009765625
207,111100001001111000,10,61.25,0.0009765625
216,011110100001110100,10,61.25,0.0009765625
228,001111100001111010,10,61.25,0.0009765625
282,000111001001011000,10,61.5,0.0009765625
288,110110001001011100,10,61.5,0.0009765625
297,100000001001000101,10,61.5,0.0009765625
354,110010100001111111,10,71.5,0.0009765625
355,000110100001111111,10,71.5,0.0009765625
374,100100001001001001,10,71.75,0.0009765625
376,011000100001000101,10,71.75,0.0009765625
395,000111100001111100,10,81.75,0.0009765625
401,111000001001111010,10,81.75,0.0009765625
410,111000001001101110,10,81.75,0.0009765625
420,100010100001111001,10,81.75,0.0009765625
437,001010100001100111,10,81.75,0.0009765625
442,111110100001010000,10,82.0,0.0009765625
470,000110100001111000,10,92.0,0.0009765625
491,100100100001111110,10,92.0,0.0009765625
492,111000001001111110,10,92.0,0.0009765625
499,001111001001111001,10,92.0,0.0009765625
516,111100001001110111,10,92.0,0.0009765625
524,100111001001001000,10,92.25,0.0009765625
528,001011100001001100,10,92.25,0.0009765625
588,111110001001111001,10,102.25,0.0009765625
622,100110001001001101,10,102.5,0.0009765625
628,000110100001101100,10,112.5,0.0009765625
632,111101100001111100,10,112.5,0.0009765625
681,011000100001001111,10,112.75,0.0009765625
683,111111001001110100,10,122.75,0.0009765625
707,010011100001111011,10,122.75,0.0009765625
723,010011001001001010,10,123.0,0.0009765625
755,110001001001110101,10,133.0,0.0009765625
770,011001100001011010,10,133.25,0.0009765625
780,011100001001001101,10,133.25,0.0009765625
783,011000100001010111,10,133.25,0.0009765625
814,111110100001111111,10,143.25,0.0009765625
824,001011100001001001,10,143.5,0.0009765625
838,111101100001110001,10,153.5,0.0009765625
895,111000001001011111,10,164.0,0.0009765625
986,001001001001011111,10,256.25,0.0009765625
1001,011101001001010001,10,307.5,0.0009765625
