index,bitstring,cost,energy,probability
4,000000100001000100101,0,600.75,0.0009765625
12,001100001001010010110,0,851.0,0.0009765625
18,111000100001100001010,0,951.0,0.0009765625
36,100110001001011011001,0,1051.25,0.0009765625
40,100110001001101010010,0,1151.25,0.0009765625
45,100001001001110101010,0,1201.25,0.0009765625
65,110010100001100110000,0,1351.5,0.0009765625
86,100010001001110101001,0,1401.5,0.0009765625
112,001010100001011111110,0,1451.75,0.0009765625
181,000000100001101000011,0,1752.0,0.0009765625
193,101000100001111111001,0,1802.0,0.0009765625
198,000101100001000010000,0,1802.25,0.0009765625
209,101110001001001101001,0,1802.25,0.0009765625
213,000001100001001001011,0,1802.25,0.0009765625
307,001010001001100010110,0,2152.5,0.0009765625
320,100110100001111111000,0,2202.5,0.0009765625
430,100101100001100000100,0,2553.0,0.0009765625
456,101001001001000111000,0,2603.25,0.0009765625
515,111100001001111001110,0,2803.25,0.0009765625
525,010100100001111001011,0,2803.25,0.0009765625
564,111011100001101011010,0,2953.5,0.0009765625
604,100101100001011010110,0,3053.75,0.0009765625
824,111111100001100100110,0,4155.0,0.0009765625
831,101101001001110111011,0,4205.0,0.0009765625
876,111101100001110101100,0,4605.5,0.0009765625
945,010101001001011011110,0,5657.0,0.0009765625
998,111111001001000011101,0,6808.5,0.0009765625
