bitstring,energy,prob
100111010111,11.51174283531713,9.765625e-05
010111000110,10.226748768873371,0.0001953125
000110010111,12.51730564644216,9.765625e-05
000110000110,16.121627189805274,9.765625e-05
011100001100,7.414198781142993,9.765625e-05
101001011100,14.545012518868091,9.765625e-05
010110000110,9.473809707916633,0.2515625
010100000110,16.383190649627178,9.765625e-05
111100001100,4.7663812992543555,0.246875
111101001100,7.519320360211097,0.00029296875
000111010111,9.909682843989167,0.25712890625
101101011101,9.202254435326886,0.24326171875
000101010111,18.81906378569971,9.765625e-05
