index,bitstring,cost,energy,probability
2,011100001001100110,10,40.75,0.0009765625
4,000000100001001000,10,41.0,0.0009765625
14,110000100001111110,10,51.0,0.0009765625
17,110100100001100101,10,51.0,0.0009765625
20,001000100001110111,10,51.0,0.0009765625
23,110000001001111111,10,51.0,0.0009765625
38,110100100001111000,10,61.25,0.0009765625
49,000100001001101111,10,61.25,0.0009765625
68,110100100001111100,10,71.5,0.0009765625
86,100010001001100011,10,71.5,0.0009765625
92,001011100001000000,10,71.75,0.0009765625
101,011000001001011010,10,71.75,0.0009765625
122,110111001001110010,10,81.75,0.0009765625
132,000001001001100001,10,81.75,0.0009765625
152,110001100001011000,10,82.0,0.0009765625
161,010010100001010101,10,82.0,0.0009765625
166,111011100001111000,10,92.0,0.0009765625
171,010000100001110100,10,92.0,0.0009765625
174,001100001001101100,10,92.0,0.0009765625
178,000000001001101110,10,92.0,0.0009765625
282,110100100001111111,10,102.25,0.0009765625
338,101101001001111110,10,112.5,0.0009765625
387,110000001001011011,10,112.75,0.0009765625
430,011001001001011000,10,123.0,0.0009765625
471,001101001001101101,10,133.0,0.0009765625
480,101011100001000000,10,133.25,0.0009765625
638,100000100001100000,10,163.75,0.0009765625
671,010101100001000100,10,164.0,0.0009765625
738,010001001001101111,10,184.25,0.0009765625
793,110100100001010011,10,194.75,0.0009765625
794,010110001001010011,10,194.75,0.0009765625
808,011101100001101011,10,204.75,0.0009765625
839,011001001001111111,10,215.0,0.0009765625
852,001011100001010011,10,215.25,0.0009765625
861,100101100001101111,10,225.25,0.0009765625
928,001001001001010111,10,266.5,0.0009765625
952,110001100001010011,10,307.5,0.0009765625
975,101101100001011011,10,338.25,0.0009765625
980,010001001001011111,10,348.5,0.0009765625
