index,bitstring,cost,energy,probability
0,110100001001011010000010000010,120,620.5,0.0009765625
8,010011100001110100100000101010,120,1231.0,0.0009765625
22,001110100001010011001010100001,120,1371.25,0.0009765625
24,010000100001001011001010011001,120,1371.25,0.0009765625
28,000110100001011111100110101010,120,1441.25,0.0009765625
34,000100001001101001111010001001,120,1451.25,0.0009765625
39,010010100001111010110001101000,120,1521.25,0.0009765625
41,100100001001101110010010101000,120,1531.25,0.0009765625
71,000010100001110010101001111101,120,1751.5,0.0009765625
101,000100100001001101100010100001,120,1891.75,0.0009765625
146,011000100001111110010010000100,120,2081.75,0.0009765625
181,010010001001100010010110010010,120,2242.0,0.0009765625
235,100110001001111111000100000001,120,2342.0,0.0009765625
250,100111100001011010100000000000,120,2442.25,0.0009765625
252,110110001001011011100010010000,120,2442.25,0.0009765625
264,010000001001001111010000011010,120,2452.25,0.0009765625
279,100000100001111000111011110101,120,2522.25,0.0009765625
320,100010001001111110100101010100,120,2602.25,0.0009765625
354,001110001001011011000100001011,120,2702.5,0.0009765625
355,000100100001010110111000010000,120,2712.5,0.0009765625
363,100001001001011110000001000110,120,2742.5,0.0009765625
370,010000100001100100011101001001,120,2762.5,0.0009765625
373,000010100001111001011101110100,120,2782.5,0.0009765625
374,011010100001111000100000110010,120,2782.5,0.0009765625
381,001010100001111000010101101111,120,2782.5,0.0009765625
387,100010100001110101101010011011,120,2792.5,0.0009765625
388,100100001001101010010101011011,120,2792.5,0.0009765625
435,001000100001001001100100100001,120,2892.75,0.0009765625
441,101100100001010101010100000100,120,2932.75,0.0009765625
470,000000001001111000111011010011,120,3042.75,0.0009765625
505,100000001001101111100011010100,120,3092.75,0.0009765625
510,000011001001110110111000101011,120,3092.75,0.0009765625
517,000100100001111111101001011100,120,3122.75,0.0009765625
526,101111001001001000101000001010,120,3153.0,0.0009765625
527,001100001001010000000101111110,120,3153.0,0.0009765625
544,011101001001001110000000001000,120,3233.0,0.0009765625
572,011010001001111010000110010100,120,3343.0,0.0009765625
703,100010001001101100111000111110,120,3833.5,0.0009765625
707,101000001001111011101000101110,120,3863.5,0.0009765625
717,011111001001111111101000000000,120,3903.5,0.0009765625
729,110000100001000010000010111111,120,3943.75,0.0009765625
735,000001100001011101010000110010,120,4003.75,0.0009765625
799,001010100001111111110010111000,120,4424.0,0.0009765625
812,100010001001101000010111001000,120,4574.25,0.0009765625
832,010000001001111110111011111101,120,4684.25,0.0009765625
884,010111100001111001100000000110,120,5385.0,0.0009765625
897,101010100001111011111001000011,120,5685.25,0.0009765625
910,010101100001011001010000100001,120,6306.0,0.0009765625
914,101010100001111110011010000010,120,6506.0,0.0009765625
926,110111001001011010000010100101,120,7647.25,0.0009765625
939,010101001001011011111010000110,120,8167.75,0.0009765625
1005,011111001001001111111010101101,120,12081.5,0.0009765625
