index,bitstring,cost,energy,probability
3,010010100001010101010,0,250.25,0.0009765625
15,001100001001011001000,0,450.5,0.0009765625
30,000111001001110000000,0,600.5,0.0009765625
32,000110001001111000010,0,600.5,0.0009765625
36,010010100001000100000,0,600.75,0.0009765625
43,000100001001011000000,0,650.75,0.0009765625
61,000100001001010000010,0,650.75,0.0009765625
62,001100001001010000010,0,650.75,0.0009765625
71,010000100001011001010,0,650.75,0.0009765625
113,100100001001010000000,0,851.0,0.0009765625
120,000011100001011100000,0,851.0,0.0009765625
126,001100001001010101000,0,851.0,0.0009765625
136,000100001001011010100,0,851.0,0.0009765625
146,010000001001010100010,0,851.0,0.0009765625
177,110010100001010101001,0,851.0,0.0009765625
210,011000100001110010010,0,1001.0,0.0009765625
218,010010001001001101000,0,1001.25,0.0009765625
245,011000100001010010000,0,1051.25,0.0009765625
247,000100001001010010000,0,1051.25,0.0009765625
248,000111001001010010000,0,1051.25,0.0009765625
252,000100001001011110000,0,1051.25,0.0009765625
279,010000001001010100100,0,1051.25,0.0009765625
295,010010001001010110010,0,1051.25,0.0009765625
305,101100001001010011010,0,1051.25,0.0009765625
309,100000001001010000110,0,1051.25,0.0009765625
315,111000100001011100110,0,1051.25,0.0009765625
367,001011100001001100100,0,1201.5,0.0009765625
394,111000001001010101000,0,1251.5,0.0009765625
410,001100001001011001100,0,1251.5,0.0009765625
416,011010100001011000010,0,1251.5,0.0009765625
423,000100100001010100010,0,1251.5,0.0009765625
446,001010100001011000110,0,1251.5,0.0009765625
463,100000001001011100001,0,1251.5,0.0009765625
470,001110100001010101001,0,1251.5,0.0009765625
477,001000001001011010101,0,1251.5,0.0009765625
492,001110100001110101000,0,1401.5,0.0009765625
517,100010100001001000101,0,1401.75,0.0009765625
535,101100100001010001000,0,1451.75,0.0009765625
547,001000100001011000100,0,1451.75,0.0009765625
558,001100001001010001100,0,1451.75,0.0009765625
618,000010100001111101000,0,1601.75,0.0009765625
676,100000001001011000010,0,1652.0,0.0009765625
681,100000001001010100010,0,1652.0,0.0009765625
707,100000001001011010001,0,1652.0,0.0009765625
733,011100100001111110110,0,1802.0,0.0009765625
743,111010100001010100000,0,1852.25,0.0009765625
750,001011001001010001000,0,1852.25,0.0009765625
762,100000100001011100010,0,1852.25,0.0009765625
769,010001100001010011010,0,1852.25,0.0009765625
822,001001100001010110100,0,2052.5,0.0009765625
830,111110100001011110010,0,2052.5,0.0009765625
862,100000001001011000000,0,2252.75,0.0009765625
896,000111001001000001011,0,2403.0,0.0009765625
931,101000100001010001000,0,2653.25,0.0009765625
932,011101100001010100100,0,2653.25,0.0009765625
1003,011111001001011001001,0,3654.5,0.0009765625
