index,bitstring,cost,energy,probability
4,111000100001000001010101010,0,840.75,0.0009765625
5,000011001001000001010101010,0,840.75,0.0009765625
20,000011100001010111010010100,0,1481.25,0.0009765625
22,111000100001011101000100010,0,1521.25,0.0009765625
26,100100001001100000000011001,0,1561.25,0.0009765625
37,100110001001000110001010010,0,1721.5,0.0009765625
40,110000001001000101000101011,0,1721.5,0.0009765625
70,110010100001001011000000010,0,2001.75,0.0009765625
78,001010001001001010001010101,0,2001.75,0.0009765625
93,100011001001010101010011001,0,2041.75,0.0009765625
109,110010100001110110000100110,0,2201.75,0.0009765625
110,010000100001111000010001110,0,2201.75,0.0009765625
131,100110001001010001101100010,0,2282.0,0.0009765625
146,100100100001001110101100010,0,2322.0,0.0009765625
191,000110100001000110000001011,0,2562.25,0.0009765625
195,101110001001010110001100010,0,2602.25,0.0009765625
199,011010100001001111010101101,0,2602.25,0.0009765625
218,001010001001101011011110110,0,2722.25,0.0009765625
236,100110001001000011010010111,0,2802.5,0.0009765625
242,010100001001000100001000100,0,2842.5,0.0009765625
259,001100001001010001001110101,0,2842.5,0.0009765625
344,011010100001011011100011011,0,3162.75,0.0009765625
377,110000100001000000110110111,0,3363.0,0.0009765625
417,100110001001110011101010011,0,3563.0,0.0009765625
426,001001001001000001001101100,0,3643.25,0.0009765625
460,011010100001001111010111100,0,3723.25,0.0009765625
470,110011001001001100000000011,0,3723.25,0.0009765625
471,001100001001011001000110111,0,3723.25,0.0009765625
482,100111001001100111101001010,0,3843.25,0.0009765625
554,101101001001000000010010100,0,4203.75,0.0009765625
570,111100001001010010000010101,0,4243.75,0.0009765625
575,101100100001010111110111110,0,4283.75,0.0009765625
579,101100100001011010110001111,0,4283.75,0.0009765625
598,110001100001000011101100100,0,4484.0,0.0009765625
619,001101001001010000100100101,0,4524.0,0.0009765625
628,110100100001010100000110110,0,4564.0,0.0009765625
669,111100100001000101101001100,0,4804.25,0.0009765625
739,100000001001100100111000000,0,5244.5,0.0009765625
746,010101100001101101010101000,0,5284.5,0.0009765625
788,011001001001011010100010100,0,5685.0,0.0009765625
795,011001100001101001101110010,0,5805.0,0.0009765625
802,100011100001100100111101101,0,5805.0,0.0009765625
819,010101100001010111000100001,0,5965.25,0.0009765625
914,100111001001010000011000111,0,7326.5,0.0009765625
923,111001100001000011101111001,0,7566.75,0.0009765625
1003,010111100001000101111001110,0,12090.75,0.0009765625
