index,bitstring,cost,energy,probability
9,010010100001010010,10,41.0,0.0009765625
18,001110100001110110,10,51.0,0.0009765625
22,000100001001100101,10,51.0,0.0009765625
27,100110001001000100,10,51.25,0.0009765625
29,001110100001011010,10,51.25,0.0009765625
101,001000001001000000,10,71.75,0.0009765625
128,001000001001100101,10,81.75,0.0009765625
162,100010001001000101,10,82.0,0.0009765625
179,001010001001100001,10,92.0,0.0009765625
225,011010001001001110,10,92.25,0.0009765625
245,011011001001111010,10,102.25,0.0009765625
265,001001100001110101,10,102.25,0.0009765625
269,010100100001111101,10,102.25,0.0009765625
375,011110001001011110,10,112.75,0.0009765625
377,100010100001001011,10,112.75,0.0009765625
399,100111100001110001,10,122.75,0.0009765625
413,100101001001100101,10,122.75,0.0009765625
538,100101100001101001,10,143.25,0.0009765625
558,001101001001111011,10,143.25,0.0009765625
655,101111001001000110,10,153.75,0.0009765625
793,101111001001100011,10,184.25,0.0009765625
919,011101100001110111,10,235.5,0.0009765625
949,110101100001011101,10,256.25,0.0009765625
953,100101100001001011,10,256.25,0.0009765625
990,111101001001000011,10,297.25,0.0009765625
