index,bitstring,energy,prob
191,011000110000101110,40.75,0.0009765625
192,010010100001101110,40.75,0.0009765625
193,000011100100111110,40.75,0.0009765625
194,001001010010111110,40.75,0.0009765625
195,000011000110111110,40.75,0.0009765625
196,011100100011100001,40.75,0.0009765625
197,000110100001110001,40.75,0.0009765625
198,100100011001110001,40.75,0.0009765625
199,000100001101110001,40.75,0.0019531250000000004
200,001100100011110001,40.75,0.0009765625
201,011000110000101001,40.75,0.0009765625
202,011000000011101001,40.75,0.0009765625
203,000011011000111001,40.75,0.0009765625
204,000000100001111001,40.75,0.0009765625
205,000000000011111001,40.75,0.0009765625
206,000100110000100101,40.75,0.0009765625
207,001100010100100101,40.75,0.0009765625
208,110000000010100101,40.75,0.0009765625
209,100100011001100101,40.75,0.0009765625
210,001100000011100101,40.75,0.0009765625
211,000010000100110101,40.75,0.0009765625
212,000011000100110101,40.75,0.0009765625
213,000000100100110101,40.75,0.0009765625
214,100000001100110101,40.75,0.0009765625
215,001000000110110101,40.75,0.0009765625
216,000000010010101101,40.75,0.0009765625
217,001000010010101101,40.75,0.0009765625
218,001100000000111101,40.75,0.0019531250000000004
219,010010100100100011,40.75,0.0009765625
220,001000100100110011,40.75,0.0009765625
221,000010001100110011,40.75,0.0009765625
222,000000010000101011,40.75,0.0019531250000000004
223,100000011000101011,40.75,0.0009765625
224,001000000011101011,40.75,0.0009765625
225,001000110000100111,40.75,0.0009765625
226,000010000100100111,40.75,0.0009765625
227,100000001100100111,40.75,0.0009765625
228,001000010110100111,40.75,0.0009765625
229,001100000110110111,40.75,0.0009765625
230,100000011000111111,40.75,0.0009765625
231,000000000100111111,40.75,0.0009765625
232,000000000011111111,40.75,0.0009765625
233,110000000000000000,41.0,0.0009765625
234,110000010000000000,41.0,0.0009765625
235,001100111000000000,41.0,0.0009765625
236,000110111000000000,41.0,0.0009765625
237,001110000001000000,41.0,0.0009765625
238,001000000100010000,41.0,0.0009765625
239,000010000100010000,41.0,0.0009765625
240,000011010100010000,41.0,0.0009765625
241,000011101100010000,41.0,0.0009765625
242,000010100001010000,41.0,0.0009765625
243,100000001001010000,41.0,0.0009765625
244,000010001001010000,41.0,0.0009765625
245,000000001101010000,41.0,0.0009765625
246,000011001101010000,41.0,0.0009765625
247,000000000111010000,41.0,0.0009765625
248,100000010000001000,41.0,0.0009765625
249,001000110000001000,41.0,0.0009765625
250,001001110000001000,41.0,0.0009765625
251,000000011000001000,41.0,0.0019531250000000004
252,000011010100001000,41.0,0.0009765625
253,001001000010001000,41.0,0.0009765625
254,011100000001001000,41.0,0.0009765625
255,100000000011001000,41.0,0.0009765625
256,110000001000011000,41.0,0.0009765625
257,000100011001011000,41.0,0.0009765625
258,100100001011011000,41.0,0.0009765625
259,000000110000000100,41.0,0.0019531250000000004
260,000011011000000100,41.0,0.0009765625
261,110100000100000100,41.0,0.0009765625
262,000010000100000100,41.0,0.0009765625
263,000000011100000100,41.0,0.0009765625
264,000010011100000100,41.0,0.0009765625
265,110100010010000100,41.0,0.0009765625
266,100100000100010100,41.0,0.0009765625
267,000110100100010100,41.0,0.0009765625
268,010010001100010100,41.0,0.0009765625
269,000100011100010100,41.0,0.0009765625
270,011000100110010100,41.0,0.0009765625
271,001100010011010100,41.0,0.0009765625
272,111000000000001100,41.0,0.0009765625
273,110010100000001100,41.0,0.0009765625
274,110000111000001100,41.0,0.0009765625
275,010000100010001100,41.0,0.0009765625
276,001000000000011100,41.0,0.0009765625
277,000000010000011100,41.0,0.0009765625
278,001000010000011100,41.0,0.0009765625
279,000000001100011100,41.0,0.0009765625
280,000000011000000010,41.0,0.0009765625
281,000000000100000010,41.0,0.0009765625
282,000010100100000010,41.0,0.0009765625
283,100000001100000010,41.0,0.0009765625
284,000000000110000010,41.0,0.0009765625
285,001100011000010010,41.0,0.0009765625
286,000110011001010010,41.0,0.0009765625
287,110000100101010010,41.0,0.0009765625
288,010010110000001010,41.0,0.0009765625
289,010010110001001010,41.0,0.0009765625
290,110000001011001010,41.0,0.0009765625
291,000000010010011010,41.0,0.0009765625
292,001000000110011010,41.0,0.0009765625
293,100000100001011010,41.0,0.0009765625
294,001000100011011010,41.0,0.0009765625
295,100100001100000110,41.0,0.0009765625
296,000010010000010110,41.0,0.0009765625
297,100000010110010110,41.0,0.0009765625
298,000010000001010110,41.0,0.0009765625
299,000000100101010110,41.0,0.0009765625
300,000010001100001110,41.0,0.0009765625
301,100000001101010001,41.0,0.0009765625
302,001000000001001001,41.0,0.0009765625
303,100000011001001001,41.0,0.0009765625
304,100000000011001001,41.0,0.0009765625
305,000000010011001001,41.0,0.0009765625
306,000000010000000101,41.0,0.0009765625
307,000000011000000101,41.0,0.0019531250000000004
308,000000010110000101,41.0,0.0009765625
309,000000001000011101,41.0,0.0009765625
310,000010011000011101,41.0,0.0009765625
311,001000000001011101,41.0,0.0009765625
312,000010001001011101,41.0,0.0009765625
313,010001100000100000,51.0,0.0009765625
314,001101100000100000,51.0,0.0009765625
315,000111000100100000,51.0,0.0009765625
316,001111000100100000,51.0,0.0009765625
317,111001000010100000,51.0,0.0009765625
318,001111000010100000,51.0,0.0009765625
319,110001011110100000,51.0,0.0009765625
320,001111001001100000,51.0,0.0009765625
321,110011001101100000,51.0,0.0009765625
322,011001100011100000,51.0,0.0009765625
323,000011110000110000,51.0,0.0009765625
324,000001100100110000,51.0,0.0009765625
325,101001000110110000,51.0,0.0009765625
326,000011100001110000,51.0,0.0009765625
327,000011000101110000,51.0,0.0009765625
328,100001000111110000,51.0,0.0009765625
329,000001010000101000,51.0,0.0009765625
330,011111110000101000,51.0,0.0019531250000000004
331,000011000100101000,51.0,0.0009765625
332,100001011010101000,51.0,0.0009765625
333,000001000110101000,51.0,0.0009765625
334,110100000001101000,51.0,0.0009765625
335,001001000011101000,51.0,0.0009765625
336,111101000011101000,51.0,0.0009765625
337,000011010011101000,51.0,0.0009765625
338,110011001100111000,51.0,0.0009765625
339,000111011010111000,51.0,0.0009765625
340,110011001001111000,51.0,0.0009765625
341,010110100000100100,51.0,0.0009765625
342,011101100000100100,51.0,0.0009765625
343,010111001000100100,51.0,0.0009765625
344,011100101000100100,51.0,0.0009765625
345,011100000100100100,51.0,0.0009765625
346,100001010010100100,51.0,0.0009765625
347,001101001100110100,51.0,0.0009765625
348,000111101100110100,51.0,0.0009765625
349,000101011010110100,51.0,0.0009765625
350,001101011000101100,51.0,0.0009765625
351,010011100010101100,51.0,0.0009765625
352,011001100110101100,51.0,0.0009765625
353,000011100000111100,51.0,0.0009765625
354,001001000110111100,51.0,0.0009765625
355,011110100100100010,51.0,0.0009765625
356,001011100100100010,51.0,0.0009765625
357,000011001110100010,51.0,0.0009765625
358,011100100111100010,51.0,0.0009765625
359,000111000000110010,51.0,0.0009765625
360,000100011000110010,51.0,0.0009765625
361,011000100100110010,51.0,0.0009765625
362,001100000010110010,51.0,0.0009765625
363,011001100110110010,51.0,0.0009765625
364,100100001101110010,51.0,0.0009765625
365,001100001011110010,51.0,0.0009765625
366,001100000111110010,51.0,0.0009765625
367,011000100000101010,51.0,0.0009765625
368,010010100101101010,51.0,0.0009765625
369,000001001100111010,51.0,0.0009765625
370,100011000001111010,51.0,0.0009765625
371,010100101001111010,51.0,0.0009765625
372,010110101001111010,51.0,0.0009765625
373,100001001011111010,51.0,0.0009765625
374,000100010010100110,51.0,0.0009765625
375,000100011010100110,51.0,0.0009765625
376,110100101000110110,51.0,0.0009765625
377,000001001100110110,51.0,0.0009765625
378,000011010110101110,51.0,0.0009765625
379,001100010000111110,51.0,0.0009765625
380,001100110000111110,51.0,0.0009765625
381,000110011000111110,51.0,0.0009765625
382,010000100100111110,51.0,0.0009765625
383,000110010000100001,51.0,0.0009765625
384,001100111000100001,51.0,0.0009765625
385,000110111000100001,51.0,0.0009765625
386,011000000100100001,51.0,0.0019531250000000004
387,011010100001100001,51.0,0.0009765625
388,000110110001100001,51.0,0.0009765625
389,100100001101100001,51.0,0.0009765625
390,101100010011100001,51.0,0.0009765625
391,000011110000110001,51.0,0.0009765625
392,110100001000110001,51.0,0.0009765625
393,000010000100110001,51.0,0.0009765625
394,000010100001110001,51.0,0.0009765625
395,000000000101110001,51.0,0.0009765625
396,000000100101110001,51.0,0.0009765625
397,001000010000101001,51.0,0.0009765625
398,000001010000101001,51.0,0.0009765625
399,000000110000101001,51.0,0.0009765625
400,000011100001101001,51.0,0.0009765625
401,001000010001101001,51.0,0.0009765625
402,110010100001111001,51.0,0.0009765625
403,110010001001111001,51.0,0.0009765625
404,000000011000100101,51.0,0.0009765625
405,000010001100100101,51.0,0.0009765625
406,110100000001100101,51.0,0.0009765625
407,110100101001100101,51.0,0.0009765625
408,110100001011100101,51.0,0.0009765625
409,110000000000110101,51.0,0.0009765625
410,001100100011110101,51.0,0.0009765625
411,010000000100101101,51.0,0.0009765625
412,011000100101101101,51.0,0.0009765625
413,000010100000111101,51.0,0.0009765625
414,100000001100111101,51.0,0.0009765625
415,100000010010111101,51.0,0.0019531250000000004
416,000000000001100011,51.0,0.0009765625
417,100000001001100011,51.0,0.0009765625
418,000010011001100011,51.0,0.0009765625
419,001100110001110011,51.0,0.0009765625
420,110000000100101011,51.0,0.0009765625
421,110000000110101011,51.0,0.0009765625
422,000100011001101011,51.0,0.0009765625
423,000000100000111011,51.0,0.0009765625
424,100000000100111011,51.0,0.0009765625
425,000000100100111011,51.0,0.0009765625
426,000010001100111011,51.0,0.0009765625
427,100000010001111011,51.0,0.0009765625
428,000000101001111011,51.0,0.0009765625
429,100000001011111011,51.0,0.0009765625
430,010000001100100111,51.0,0.0009765625
431,000110001001100111,51.0,0.0009765625
432,001100010011100111,51.0,0.0009765625
433,000000001110110111,51.0,0.0009765625
434,100000001110110111,51.0,0.0009765625
435,000010000001110111,51.0,0.0009765625
436,000000000111110111,51.0,0.0009765625
437,000010110100101111,51.0,0.0009765625
438,000000010011101111,51.0,0.0009765625
439,001100001001111111,51.0,0.0009765625
440,000001011000000000,51.25,0.0009765625
441,000100000000010000,51.25,0.0009765625
442,000100011100010000,51.25,0.0009765625
443,000110011100010000,51.25,0.0009765625
444,011000000000001000,51.25,0.0009765625
445,100000010010011000,51.25,0.0009765625
446,000000000110011000,51.25,0.0009765625
447,100010000001011000,51.25,0.0009765625
448,100001000001011000,51.25,0.0009765625
449,001011100001011000,51.25,0.0009765625
450,001110010001000100,51.25,0.0009765625
451,010000000101000100,51.25,0.0009765625
452,001000010000010100,51.25,0.0009765625
453,000011101100010100,51.25,0.0009765625
454,011100100110010100,51.25,0.0009765625
455,001010010000001100,51.25,0.0009765625
456,100000001100001100,51.25,0.0009765625
457,110100011010001100,51.25,0.0009765625
458,100000011001001100,51.25,0.0009765625
459,010010101000011100,51.25,0.0009765625
460,011010100001011100,51.25,0.0009765625
461,111000000011000010,51.25,0.0009765625
462,001000110000010010,51.25,0.0009765625
463,000000001101001010,51.25,0.0009765625
464,001000000001000110,51.25,0.0009765625
465,010000100000010110,51.25,0.0009765625
466,100110001000010110,51.25,0.0009765625
467,000100000010010110,51.25,0.0009765625
468,100100001001001110,51.25,0.0009765625
469,000000100010011110,51.25,0.0009765625
470,000000000100000001,51.25,0.0009765625
471,100000011100000001,51.25,0.0009765625
472,000010011000011001,51.25,0.0009765625
473,000010101001011001,51.25,0.0009765625
474,100000011001011001,51.25,0.0009765625
475,000010001001010101,51.25,0.0009765625
476,001000110100001101,51.25,0.0009765625
477,000000001100001101,51.25,0.0009765625
478,111100011000100000,61.25,0.0009765625
479,000011111000100000,61.25,0.0009765625
480,001001110100100000,61.25,0.0009765625
481,001011110100100000,61.25,0.0009765625
482,110110001100100000,61.25,0.0009765625
483,011100110010100000,61.25,0.0009765625
484,100011000110100000,61.25,0.0009765625
485,110100111001100000,61.25,0.0019531250000000004
486,000101100010110000,61.25,0.0009765625
487,001101011001110000,61.25,0.0009765625
488,000111001010101000,61.25,0.0009765625
489,110001011110101000,61.25,0.0009765625
490,011001100101101000,61.25,0.0009765625
491,110011100011101000,61.25,0.0009765625
492,100001001000111000,61.25,0.0009765625
493,010111001001111000,61.25,0.0009765625
494,001101010011100100,61.25,0.0009765625
495,010110101000110100,61.25,0.0009765625
496,100001001100110100,61.25,0.0009765625
497,000001010010110100,61.25,0.0009765625
498,011100000001110100,61.25,0.0009765625
499,110100010000101100,61.25,0.0009765625
500,010110101000101100,61.25,0.0009765625
501,110100000001101100,61.25,0.0009765625
502,010011000000111100,61.25,0.0009765625
503,001111100000111100,61.25,0.0009765625
504,101101010010111100,61.25,0.0009765625
505,000111001010111100,61.25,0.0009765625
506,101100010000100010,61.25,0.0009765625
507,011010100100100010,61.25,0.0009765625
508,000101000010100010,61.25,0.0009765625
509,011000100110100010,61.25,0.0009765625
510,000110101001100010,61.25,0.0009765625
511,001001000000110010,61.25,0.0009765625
512,001001100001110010,61.25,0.0009765625
513,001001000101110010,61.25,0.0009765625
514,100001001011110010,61.25,0.0009765625
515,111100000111110010,61.25,0.0009765625
516,000001110100101010,61.25,0.0009765625
517,001001011010101010,61.25,0.0009765625
518,011100010001101010,61.25,0.0009765625
519,000101011000111010,61.25,0.0009765625
520,111000000011111010,61.25,0.0009765625
521,110000001011111010,61.25,0.0009765625
522,000011111100100110,61.25,0.0009765625
523,001011010110100110,61.25,0.0009765625
524,010000001100110110,61.25,0.0009765625
525,000111001010110110,61.25,0.0009765625
526,100101011010110110,61.25,0.0009765625
527,100100010000101110,61.25,0.0009765625
528,110011110000101110,61.25,0.0009765625
529,010010011000101110,61.25,0.0009765625
530,111000000010101110,61.25,0.0009765625
531,010000110001101110,61.25,0.0009765625
532,001011000000111110,61.25,0.0009765625
533,011100101000111110,61.25,0.0009765625
534,100011000010111110,61.25,0.0009765625
535,001001010110111110,61.25,0.0009765625
536,011100101001111110,61.25,0.0009765625
537,100011010100100001,61.25,0.0019531250000000004
538,001000010011100001,61.25,0.0009765625
539,000100100100110001,61.25,0.0009765625
540,100100000010110001,61.25,0.0009765625
541,100100010011110001,61.25,0.0009765625
542,010010000100101001,61.25,0.0009765625
543,111000010010101001,61.25,0.0009765625
544,011000010001101001,61.25,0.0009765625
545,011000010011101001,61.25,0.0009765625
546,000010000011111001,61.25,0.0009765625
547,000000010011111001,61.25,0.0009765625
548,100110010000100101,61.25,0.0009765625
549,101100110000100101,61.25,0.0009765625
550,110000111000100101,61.25,0.0009765625
551,001110001100100101,61.25,0.0009765625
552,100000001110110101,61.25,0.0009765625
553,000000000001110101,61.25,0.0009765625
554,010100101001110101,61.25,0.0009765625
555,000000000111110101,61.25,0.0009765625
556,110100000011101101,61.25,0.0009765625
557,101100000010111101,61.25,0.0009765625
558,001000001001110011,61.25,0.0009765625
559,000010011001110011,61.25,0.0009765625
560,101000000011110011,61.25,0.0009765625
561,100000011010101011,61.25,0.0009765625
562,010000101001111011,61.25,0.0009765625
563,100000001001100111,61.25,0.0009765625
564,110000100000110111,61.25,0.0009765625
565,100000010100111111,61.25,0.0009765625
566,011000001100000000,61.5,0.0009765625
567,000110000011000000,61.5,0.0009765625
568,001000000000010000,61.5,0.0009765625
569,000000011000010000,61.5,0.0009765625
570,100000000010010000,61.5,0.0009765625
571,001001001110010000,61.5,0.0019531250000000004
572,000010000011010000,61.5,0.0009765625
573,000001001011010000,61.5,0.0009765625
574,100011000000001000,61.5,0.0009765625
575,100001110010001000,61.5,0.0009765625
576,011100001011001000,61.5,0.0009765625
577,000100010000011000,61.5,0.0009765625
578,010010001000011000,61.5,0.0009765625
579,010000101100011000,61.5,0.0009765625
580,110010001101011000,61.5,0.0009765625
581,001010010000000100,61.5,0.0009765625
582,000000110001000100,61.5,0.0009765625
583,001100111001010100,61.5,0.0009765625
584,000100100011010100,61.5,0.0009765625
585,010000011100001100,61.5,0.0009765625
586,010000001010001100,61.5,0.0009765625
587,001100001011001100,61.5,0.0019531250000000004
588,100000100000011100,61.5,0.0009765625
589,000011100110011100,61.5,0.0009765625
590,001000010110011100,61.5,0.0009765625
591,000000001110011100,61.5,0.0009765625
592,000000000000000010,61.5,0.0009765625
593,011100101001000010,61.5,0.0009765625
594,101100001100010010,61.5,0.0009765625
595,011010100001010010,61.5,0.0009765625
596,100000010100011010,61.5,0.0009765625
597,110010100000000110,61.5,0.0009765625
598,011100100000010110,61.5,0.0009765625
599,101000010001001110,61.5,0.0009765625
600,000000110100010001,61.5,0.0009765625
601,101000010010001001,61.5,0.0009765625
602,000010001000000101,61.5,0.0009765625
603,110000000001100000,71.5,0.0009765625
604,011100000000110000,71.5,0.0009765625
605,001011000000110000,71.5,0.0009765625
606,100001100100110000,71.5,0.0009765625
607,100011010100110000,71.5,0.0009765625
608,111101001010110000,71.5,0.0009765625
609,000001001011110000,71.5,0.0009765625
610,001001100111110000,71.5,0.0009765625
611,111100100000101000,71.5,0.0009765625
612,010101100010101000,71.5,0.0009765625
613,011100010010101000,71.5,0.0009765625
614,010100000001101000,71.5,0.0009765625
615,010001000000111000,71.5,0.0009765625
616,001111101000111000,71.5,0.0009765625
617,000001110000100100,71.5,0.0009765625
618,100001001100100100,71.5,0.0009765625
619,110100110010100100,71.5,0.0009765625
620,000001110010100100,71.5,0.0009765625
621,000011100110100100,71.5,0.0009765625
622,100111010000110100,71.5,0.0009765625
623,100100001100110100,71.5,0.0009765625
624,110011100110110100,71.5,0.0009765625
625,100011010000111100,71.5,0.0009765625
626,110100010100100010,71.5,0.0009765625
627,110100110010100010,71.5,0.0009765625
628,000001011011100010,71.5,0.0009765625
629,010000100110110010,71.5,0.0009765625
630,000100100101110010,71.5,0.0009765625
631,000110001000101010,71.5,0.0009765625
632,000100111000101010,71.5,0.0009765625
633,010010011001101010,71.5,0.0009765625
634,001000000001111010,71.5,0.0009765625
635,000010000001111010,71.5,0.0009765625
636,000001100101111010,71.5,0.0009765625
637,010000011000100110,71.5,0.0009765625
638,110010001101100110,71.5,0.0009765625
639,000010100100110110,71.5,0.0009765625
640,000001011110110110,71.5,0.0009765625
641,001001010100101110,71.5,0.0009765625
642,001110001000111110,71.5,0.0009765625
643,001100101000111110,71.5,0.0009765625
644,100100001010111110,71.5,0.0009765625
645,100100000011111110,71.5,0.0009765625
646,010000001000100001,71.5,0.0009765625
647,010000010010100001,71.5,0.0009765625
648,000110000011100001,71.5,0.0009765625
649,110000110011100001,71.5,0.0009765625
650,001001100000110001,71.5,0.0009765625
651,001000110000110001,71.5,0.0009765625
652,001010010001101001,71.5,0.0009765625
653,010000100110111001,71.5,0.0009765625
654,000110010001111001,71.5,0.0009765625
655,000011001000100101,71.5,0.0009765625
656,001110010010110101,71.5,0.0009765625
657,000000011010100011,71.5,0.0009765625
658,001100101000110011,71.5,0.0009765625
659,101100001101110011,71.5,0.0009765625
660,101000010010110111,71.5,0.0009765625
661,000010100110110111,71.5,0.0009765625
662,000010101101110111,71.5,0.0009765625
663,001010010000000000,71.75,0.0009765625
664,000010001000000000,71.75,0.0009765625
665,011110110100000000,71.75,0.0009765625
666,100010001100000000,71.75,0.0009765625
667,011110101100000000,71.75,0.0009765625
668,110100011101000000,71.75,0.0009765625
669,011100001111000000,71.75,0.0009765625
670,100110101001010000,71.75,0.0009765625
671,011010000000001000,71.75,0.0009765625
672,111000100010001000,71.75,0.0009765625
673,011010000011001000,71.75,0.0009765625
674,000000110010011000,71.75,0.0009765625
675,100001100001011000,71.75,0.0009765625
676,110100100011011000,71.75,0.0009765625
677,111000100010000100,71.75,0.0009765625
678,011010000101000100,71.75,0.0009765625
679,110010000011000100,71.75,0.0009765625
680,100010010100010100,71.75,0.0009765625
681,110010000011000010,71.75,0.0009765625
682,100010010100001010,71.75,0.0009765625
683,011010100101001110,71.75,0.0009765625
684,110010001101001110,71.75,0.0009765625
685,001010011000011110,71.75,0.0009765625
686,001000001000011001,71.75,0.0009765625
687,001011000000100000,81.75,0.0009765625
688,000001101100100000,81.75,0.0009765625
689,010100001010100000,81.75,0.0009765625
690,010110010001100000,81.75,0.0009765625
691,101111001000110000,81.75,0.0009765625
692,011011101100110000,81.75,0.0009765625
693,111001000101110000,81.75,0.0009765625
694,011011010011101000,81.75,0.0009765625
