index,bitstring,cost,energy,probability
0,110100001001100010,10,10.0,0.0009765625
1,011100100001100000,10,20.25,0.0009765625
2,110100001001100000,10,20.25,0.0009765625
9,000100001001011000,10,20.5,0.0009765625
16,110100001001100100,10,30.5,0.0009765625
20,000110001001110010,10,30.5,0.0009765625
30,011000100001111001,10,30.5,0.0009765625
31,001100001001111001,10,30.5,0.0009765625
35,001100001001110011,10,30.5,0.0009765625
36,010000100001101011,10,30.5,0.0009765625
37,000000100001111011,10,30.5,0.0009765625
42,110000100001010000,10,30.75,0.0009765625
43,011000100001010000,10,30.75,0.0009765625
46,000000001001011000,10,30.75,0.0009765625
50,010010100001011100,10,30.75,0.0009765625
69,011100100001101100,10,40.75,0.0009765625
76,010110100001110010,10,40.75,0.0009765625
80,010000100001111010,10,40.75,0.0009765625
82,111100100001100110,10,40.75,0.0009765625
86,001100100001110110,10,40.75,0.0009765625
100,000010100001110011,10,40.75,0.0009765625
116,100000001001001000,10,41.0,0.0009765625
117,011100001001001000,10,41.0,0.0009765625
144,010111100001110000,10,51.0,0.0009765625
150,010001100001111000,10,51.0,0.0009765625
177,000100001001101010,10,51.0,0.0009765625
188,010110001001110110,10,51.0,0.0009765625
200,001000100001110001,10,51.0,0.0009765625
214,010000100001110101,10,51.0,0.0009765625
217,100100001001101101,10,51.0,0.0009765625
218,001100001001101101,10,51.0,0.0009765625
223,011100100001100011,10,51.0,0.0009765625
229,010000100001100111,10,51.0,0.0009765625
230,000000001001110111,10,51.0,0.0009765625
233,010000100001111111,10,51.0,0.0009765625
234,001100001001111111,10,51.0,0.0009765625
249,010110100001010100,10,51.25,0.0009765625
254,010100001001001100,10,51.25,0.0009765625
258,011100100001010010,10,51.25,0.0009765625
266,011000100001010110,10,51.25,0.0009765625
280,011100001001111000,10,61.25,0.0009765625
285,010011100001100100,10,61.25,0.0009765625
288,010110001001110100,10,61.25,0.0009765625
308,110000100001110110,10,61.25,0.0009765625
312,000100001001101110,10,61.25,0.0009765625
313,100100001001101110,10,61.25,0.0009765625
327,011100001001111001,10,61.25,0.0009765625
336,001000100001101101,10,61.25,0.0009765625
338,011010100001111101,10,61.25,0.0009765625
343,011100100001110011,10,61.25,0.0009765625
349,100100001001101111,10,61.25,0.0009765625
391,110000001001101100,10,71.5,0.0009765625
411,011110001001110001,10,71.5,0.0009765625
458,000110100001110000,10,81.75,0.0009765625
468,000011001001110100,10,81.75,0.0009765625
493,110011001001101001,10,81.75,0.0009765625
502,100000100001101101,10,81.75,0.0009765625
503,110110100001101101,10,81.75,0.0009765625
511,010110001001100111,10,81.75,0.0009765625
513,010010001001110111,10,81.75,0.0009765625
519,010001100001011000,10,82.0,0.0009765625
531,100100100001000110,10,82.0,0.0009765625
533,101000001001010110,10,82.0,0.0009765625
535,010110001001001110,10,82.0,0.0009765625
563,011001100001100001,10,92.0,0.0009765625
567,100011100001101001,10,92.0,0.0009765625
572,011010001001111001,10,92.0,0.0009765625
580,001001100001111101,10,92.0,0.0009765625
599,110110100001010010,10,92.25,0.0009765625
606,010110100001011110,10,92.25,0.0009765625
622,100000100001110010,10,102.25,0.0009765625
629,000010001001100110,10,102.25,0.0009765625
653,101100100001101111,10,102.25,0.0009765625
669,000100001001010011,10,102.5,0.0009765625
711,101110001001111111,10,112.5,0.0009765625
718,111110001001010010,10,112.75,0.0009765625
750,101010100001111111,10,122.75,0.0009765625
761,111000001001010101,10,123.0,0.0009765625
788,111001001001111001,10,133.0,0.0009765625
795,010011100001110011,10,133.0,0.0009765625
799,110001100001000010,10,133.25,0.0009765625
842,000101001001101011,10,153.5,0.0009765625
847,001001100001000001,10,153.75,0.0009765625
849,101010100001001011,10,153.75,0.0009765625
901,000111001001001001,10,194.75,0.0009765625
917,011101100001111011,10,215.0,0.0009765625
921,000111001001000101,10,215.25,0.0009765625
949,100001001001001111,10,246.0,0.0009765625
987,000111001001011111,10,307.5,0.0009765625
