index,bitstring,cost,energy,probability
1,000111001001111000,0,1503.5,0.0009765625
26,011111100001110000,0,2506.0,0.0009765625
27,010111001001110000,0,2506.0,0.0009765625
63,111100100001110100,0,3007.25,0.0009765625
81,101101001001000000,0,3007.5,0.0009765625
173,111100100001001011,0,3508.75,0.0009765625
184,010000100001110000,0,4009.75,0.0009765625
185,110000100001110000,0,4009.75,0.0009765625
202,010001100001111100,0,4009.75,0.0009765625
226,110100100001100111,0,4009.75,0.0009765625
230,111000001001101111,0,4009.75,0.0009765625
264,011010100001111000,0,4511.0,0.0009765625
327,101001100001010010,0,4511.25,0.0009765625
330,001111001001001110,0,4511.25,0.0009765625
389,010110100001111111,0,5012.25,0.0009765625
390,101100100001000000,0,5012.5,0.0009765625
448,110110100001111011,0,5513.5,0.0009765625
499,101111001001110110,0,6014.75,0.0009765625
521,000011001001100111,0,6014.75,0.0009765625
534,111101001001010110,0,6015.0,0.0009765625
578,100000001001000000,0,6516.25,0.0009765625
581,000010100001010100,0,6516.25,0.0009765625
617,011101001001100001,0,7017.25,0.0009765625
695,000111001001100111,0,7518.5,0.0009765625
762,100111001001000111,0,8020.0,0.0009765625
879,101111100001000011,0,9523.75,0.0009765625
950,110101100001110011,0,11027.25,0.0009765625
979,110101100001100111,0,12029.75,0.0009765625
