index,bitstring,probability
559,110011100101100011,0.0009765625
560,100110110011100011,0.0009765625
561,110010110111100011,0.0009765625
562,000101001001111011,0.0009765625
563,011001100110110111,0.0009765625
564,100110101100101111,0.0009765625
565,100111100010000000,0.0009765625
566,010101100001001000,0.0009765625
567,011111001001001000,0.0009765625
568,100110110011011000,0.0009765625
569,010101000010000100,0.0009765625
570,000111001101001100,0.0009765625
571,111110101101000010,0.0009765625
572,110001101100010010,0.0009765625
573,011001100111010010,0.0009765625
574,011010001111010010,0.0009765625
575,001101000110001010,0.0009765625
576,111010100111001010,0.0009765625
577,000111100000000110,0.0009765625
578,111010111100000110,0.0009765625
579,000011100111001110,0.0009765625
580,100011010000010001,0.0009765625
581,101001000100010001,0.0009765625
582,001011010010010001,0.0009765625
583,000001000001010001,0.0009765625
584,001001100000001001,0.0009765625
585,010110000000000101,0.0009765625
586,000001010100000101,0.0009765625
587,010100010010000101,0.0009765625
588,010000100000010011,0.0009765625
589,101100010001001011,0.0009765625
590,000110111001001011,0.0009765625
591,100100010100000111,0.0009765625
592,110010000001000111,0.0009765625
593,010010110001000111,0.0009765625
594,101000110001010111,0.0009765625
595,011110101010110000,0.0009765625
596,111110000110101000,0.0009765625
597,011010110100111000,0.0009765625
598,111111101010100100,0.0009765625
599,011000010001110100,0.0009765625
600,010001011001110100,0.0009765625
601,011011011011101100,0.0009765625
602,011000110111101100,0.0009765625
603,011010011110100110,0.0009765625
604,111001111110100110,0.0009765625
605,011010001011100110,0.0009765625
606,111101101010110110,0.0009765625
607,011110011011110110,0.0009765625
608,010000010101111110,0.0009765625
609,011001010101100001,0.0009765625
610,011101000000110001,0.0009765625
611,011101110000110001,0.0009765625
612,110101000000101001,0.0009765625
613,111110011100101001,0.0009765625
614,101011100000100101,0.0009765625
615,101001100001100101,0.0009765625
616,101000101001100101,0.0009765625
617,001011111010111101,0.0009765625
618,101110001010110011,0.0009765625
619,001111011001110011,0.0009765625
620,001101010001101011,0.0009765625
621,011010001111101011,0.0009765625
622,010100001110111011,0.0009765625
623,001010101011111011,0.0009765625
624,111001100110100111,0.0009765625
625,000111001001100111,0.0009765625
626,010100010001110111,0.0009765625
627,110100011101110111,0.0009765625
628,100011111100101111,0.0009765625
629,010111000101000000,0.0009765625
630,111011010000010000,0.0009765625
631,001111011111010000,0.0009765625
632,111011001010001000,0.0009765625
633,011011101010001000,0.0009765625
634,100111011101001000,0.0009765625
635,011101001000010100,0.0009765625
636,101101000000000010,0.0009765625
637,011011000000011010,0.0009765625
638,000101100001011010,0.0009765625
639,000011101010000110,0.0009765625
640,100011100001000110,0.0009765625
641,100111000000010110,0.0009765625
642,101001000010000001,0.0009765625
643,000001001010000001,0.0009765625
644,010100011011000001,0.0009765625
645,001011000111000001,0.0009765625
646,011010010100010001,0.0009765625
647,011010001011001001,0.0009765625
648,100011001000010101,0.0009765625
649,000001010100010101,0.0009765625
650,001011110100010101,0.0009765625
651,010100000010001101,0.0009765625
652,011010010001011101,0.0009765625
653,011010110000000011,0.0009765625
654,000100000000011011,0.0009765625
655,010010000011011011,0.0009765625
656,001010100011000111,0.0009765625
657,010010101101010111,0.0009765625
658,101011100010100000,0.0009765625
659,100110010100101000,0.0009765625
660,010100011110111000,0.0009765625
661,100110110010100100,0.0009765625
662,101110000101100100,0.0009765625
663,001010000110110100,0.0009765625
664,110011010101111100,0.0009765625
665,101011101000111110,0.0009765625
666,101001101010111110,0.0009765625
667,110110110111100001,0.0009765625
668,110011110011110001,0.0009765625
669,010110111101111001,0.0009765625
670,010101101000110101,0.0009765625
671,010100010101110101,0.0009765625
672,111110111100101101,0.0009765625
673,011001101010111101,0.0009765625
674,011010011010100011,0.0009765625
675,111001000101100011,0.0009765625
676,010001001101100011,0.0009765625
677,011110010100110011,0.0009765625
678,111100101010110011,0.0009765625
679,011110100110101011,0.0009765625
680,001101001100111011,0.0009765625
681,000101101000110111,0.0009765625
682,011001000100110111,0.0009765625
683,111000111001110111,0.0009765625
684,000101111000101111,0.0009765625
685,101101101010011000,0.0009765625
686,011101000001000100,0.0009765625
687,111101001001000100,0.0009765625
688,011001110011010100,0.0009765625
689,010001000000010010,0.0009765625
690,111001000101010010,0.0009765625
691,001111000100001010,0.0009765625
692,111100010110011010,0.0009765625
693,100111000000000110,0.0009765625
694,110110010011010110,0.0009765625
695,110110010001001001,0.0009765625
696,010100110011001001,0.0009765625
697,101100100110011001,0.0009765625
698,000001000000000101,0.0009765625
699,010000011011010101,0.0009765625
700,101000101100000011,0.0009765625
701,010000000000010011,0.0009765625
702,100110010001001011,0.0009765625
703,101010100000001111,0.0009765625
704,101111101010100000,0.0009765625
705,011010001111100000,0.0009765625
706,100010001000110000,0.0009765625
707,000000111000110000,0.0009765625
708,111110101010100100,0.0009765625
709,010110010101111010,0.0009765625
710,101001111001101110,0.0009765625
