index,bitstring,probability
870,101010101110100101,0.0009765625
871,010111000111111101,0.0009765625
872,010101101010100011,0.0009765625
873,011101010001100011,0.0009765625
874,101111101110001000,0.0009765625
875,001111111110011010,0.0009765625
876,000101111010010001,0.0009765625
877,010001001001010001,0.0009765625
878,001111100001000101,0.0009765625
879,011010011110000011,0.0009765625
880,010110000000001011,0.0009765625
881,100110010110011011,0.0009765625
882,000001000011000111,0.0009765625
883,010101110101111110,0.0009765625
884,111111101111100001,0.0009765625
885,111101010111101101,0.0009765625
886,000101100101101111,0.0009765625
887,010001111101101111,0.0009765625
888,000101010111101111,0.0009765625
889,010101010101010000,0.0009765625
890,100111100111001010,0.0009765625
891,011011010001000001,0.0009765625
892,101011111000010001,0.0009765625
893,101001101110001001,0.0009765625
894,011001001100010101,0.0009765625
895,110100101010000011,0.0009765625
896,100110101111010011,0.0009765625
897,011110100010010111,0.0009765625
898,000011001011010111,0.0009765625
899,001011000001001111,0.0009765625
900,010100011011001111,0.0009765625
901,101110101010100000,0.0009765625
902,101010101110101001,0.0009765625
903,010101010101101001,0.0009765625
904,010101000101111101,0.0009765625
905,111110011111111101,0.0009765625
906,101010111111100011,0.0009765625
907,111011101010101011,0.0009765625
908,010101111010101111,0.0009765625
909,011101000001101111,0.0009765625
910,100111111111000010,0.0009765625
911,101001101010000001,0.0009765625
912,011001101000010001,0.0009765625
913,001111001110001001,0.0009765625
914,110110101110011001,0.0009765625
915,000101100001011101,0.0009765625
916,001101010010000011,0.0009765625
917,000001001011000111,0.0009765625
918,100110100110001111,0.0009765625
919,101010101010100001,0.0009765625
920,111101111110111001,0.0009765625
921,010001111011110111,0.0009765625
922,010101110000111111,0.0009765625
923,001111011111000001,0.0009765625
924,100111000100001101,0.0009765625
925,010110010000011011,0.0009765625
926,110100110010011011,0.0009765625
927,110111101111111101,0.0009765625
928,111111111000101111,0.0009765625
929,110101111111010100,0.0009765625
930,011111011011010010,0.0009765625
931,010101010001000110,0.0009765625
932,111001010001010001,0.0009765625
933,110011110011000101,0.0009765625
934,010011101100000011,0.0009765625
935,010110100110001011,0.0009765625
936,110100011111001011,0.0009765625
937,101010101011100110,0.0009765625
938,111101111100110011,0.0009765625
939,011011011111101111,0.0009765625
940,110101110101011100,0.0009765625
941,010111101000010001,0.0009765625
942,111101000011010001,0.0009765625
943,101001111101000101,0.0009765625
944,101001011111000011,0.0009765625
945,110001000000001011,0.0009765625
946,000111011010001011,0.0009765625
947,110100111100011011,0.0009765625
948,111110001011011011,0.0009765625
949,001111011000000111,0.0009765625
950,110110101010001111,0.0009765625
951,110100011111001111,0.0009765625
952,010101011111001010,0.0009765625
953,011011111011010110,0.0009765625
954,010101111100011110,0.0009765625
955,110111011000001101,0.0009765625
956,101001111100010011,0.0009765625
957,000111000000011011,0.0009765625
958,010011100010011011,0.0009765625
959,110011000011011011,0.0009765625
960,010101111100111111,0.0009765625
961,010101101111001110,0.0009765625
962,011111000001010001,0.0009765625
963,110111000000001001,0.0009765625
964,011101000110001001,0.0009765625
965,010101000010000101,0.0009765625
966,101011111101000101,0.0009765625
967,011011011010010101,0.0009765625
968,011110011111000011,0.0009765625
969,011011110001001011,0.0009765625
970,000111001001000111,0.0009765625
971,111101111100111011,0.0009765625
972,111111101010011110,0.0009765625
973,111110101010000111,0.0009765625
974,101011001001000111,0.0009765625
975,010111000101010001,0.0009765625
976,011001101100010011,0.0009765625
977,110011100010010011,0.0009765625
978,011011000101010011,0.0009765625
979,010001101101010011,0.0009765625
980,111001110001001011,0.0009765625
981,101001101001010111,0.0009765625
982,010110010111001111,0.0009765625
983,101010101110101000,0.0009765625
984,010111010000010101,0.0009765625
985,000111110101000011,0.0009765625
986,010011110111000011,0.0009765625
987,000101100110011011,0.0009765625
988,001101000101010111,0.0009765625
989,001111100100001111,0.0009765625
990,010111010110001001,0.0009765625
991,111111001010000101,0.0009765625
992,010101011011000101,0.0009765625
993,100111110010001011,0.0009765625
994,101101000001001111,0.0009765625
995,110011011111001011,0.0009765625
996,111110110111001111,0.0009765625
997,010101111100011001,0.0009765625
998,111111110111011110,0.0019531250000000004
999,111101100001000011,0.0009765625
1000,101111101011000011,0.0009765625
1001,110111000001010011,0.0009765625
1002,110101000000000111,0.0009765625
1003,100111101111001011,0.0009765625
1004,010101001000010111,0.0009765625
1005,110011110111011111,0.0009765625
1006,010101101110000111,0.0009765625
1007,010111010101011101,0.0009765625
1008,110111010100001011,0.0009765625
1009,111111101010000011,0.0009765625
1010,110111010100011011,0.0009765625
1011,011111010100011011,0.0009765625
1012,111111101011010011,0.0009765625
1013,010111010111001011,0.0009765625
1014,010101010001010111,0.0009765625
1015,111111101110011011,0.0009765625
