index,bitstring,cost,energy,probability
0,001100001001010000,10,10.25,0.0009765625
2,010000100001000000,10,20.5,0.0009765625
3,011000100001000000,10,20.5,0.0009765625
13,101100001001010000,10,30.75,0.0009765625
25,110000100001101101,10,40.75,0.0009765625
56,001100001001100101,10,51.0,0.0009765625
89,000000100001001100,10,51.25,0.0009765625
121,010000100001101011,10,61.25,0.0009765625
258,001000001001001100,10,71.75,0.0009765625
452,101001001001000000,10,102.5,0.0009765625
588,010100100001000101,10,123.0,0.0009765625
688,101011100001000100,10,153.75,0.0009765625
783,111101001001100011,10,215.0,0.0009765625
795,011110001001010011,10,215.25,0.0009765625
856,101111001001000111,10,276.75,0.0009765625
