index,bitstring,cost,energy,probability
28,010010100001101010,10,30.5,0.0009765625
37,001000100001111011,10,30.5,0.0009765625
43,110010100001001000,10,30.75,0.0009765625
51,010010100001000010,10,30.75,0.0009765625
62,110110001001100000,10,40.75,0.0009765625
68,000011001001111000,10,40.75,0.0009765625
70,011000100001100010,10,40.75,0.0009765625
71,110000001001100010,10,40.75,0.0009765625
79,010110001001101010,10,40.75,0.0009765625
104,000000001001101011,10,40.75,0.0009765625
116,010100100001001000,10,41.0,0.0009765625
119,000110100001011000,10,41.0,0.0009765625
145,000000001001010110,10,41.0,0.0009765625
194,010110001001110001,10,51.0,0.0009765625
198,000010100001101001,10,51.0,0.0009765625
208,111000100001101101,10,51.0,0.0009765625
231,000110100001000100,10,51.25,0.0009765625
237,100110001001000010,10,51.25,0.0009765625
271,111001100001101000,10,61.25,0.0009765625
308,100100100001110001,10,61.25,0.0009765625
340,000010100001100111,10,61.25,0.0009765625
342,001010100001111111,10,61.25,0.0009765625
418,001101100001110100,10,71.5,0.0009765625
430,111000001001101010,10,71.5,0.0009765625
437,100000001001111010,10,71.5,0.0009765625
510,100011001001100000,10,81.75,0.0009765625
519,110001100001100100,10,81.75,0.0009765625
567,100011100001010000,10,82.0,0.0009765625
656,000101100001010000,10,92.25,0.0009765625
730,111000001001111000,10,112.5,0.0009765625
743,111101100001111010,10,112.5,0.0009765625
813,100001001001101111,10,133.0,0.0009765625
851,001010100001101000,10,153.5,0.0009765625
872,101011001001101100,10,163.75,0.0009765625
973,011101001001000001,10,297.25,0.0009765625
981,110101100001011001,10,317.75,0.0009765625
982,110101001001001101,10,317.75,0.0009765625
