index,bitstring,cost,energy,probability
0,100100001001010000,0,10.25,0.0009765625
2,010011100001101000,0,20.25,0.0009765625
8,010000100001001100,0,20.5,0.0009765625
9,000010001001011010,0,20.5,0.0009765625
17,000100001001110101,0,30.5,0.0009765625
18,010010100001101101,0,30.5,0.0009765625
19,110000001001101101,0,30.5,0.0009765625
29,110000100001011100,0,30.75,0.0009765625
30,011000100001011100,0,30.75,0.0009765625
31,110000001001011100,0,30.75,0.0009765625
43,110011100001101000,0,40.75,0.0009765625
55,011100100001111110,0,40.75,0.0009765625
56,110100001001111110,0,40.75,0.0009765625
64,100100001001111101,0,40.75,0.0009765625
87,000000100001001110,0,41.0,0.0009765625
88,110000100001011110,0,41.0,0.0009765625
90,000011001001110000,0,51.0,0.0009765625
100,100011001001111010,0,51.0,0.0009765625
104,110100100001110110,0,51.0,0.0009765625
105,111100001001110110,0,51.0,0.0009765625
106,010110001001101110,0,51.0,0.0009765625
223,000000001001101101,0,61.25,0.0009765625
228,111000100001111101,0,61.25,0.0009765625
246,001000100001000100,0,61.5,0.0009765625
272,000100001001111000,0,71.5,0.0009765625
312,000010001001100101,0,71.5,0.0009765625
354,110011100001100100,0,81.75,0.0009765625
366,011001100001111100,0,81.75,0.0009765625
379,001011100001111110,0,81.75,0.0009765625
397,100000100001101101,0,81.75,0.0009765625
411,110011001001011000,0,82.0,0.0009765625
444,110000100001110100,0,92.0,0.0009765625
459,001000100001101110,0,92.0,0.0009765625
461,100011001001101110,0,92.0,0.0009765625
467,011001100001111110,0,92.0,0.0009765625
479,010011100001101101,0,92.0,0.0009765625
481,001001100001111101,0,92.0,0.0009765625
488,101100100001111111,0,92.0,0.0009765625
510,101111100001110000,0,102.25,0.0009765625
554,010011100001010100,0,102.5,0.0009765625
569,011100100001000101,0,102.5,0.0009765625
587,100011100001110110,0,112.5,0.0009765625
594,101000100001100101,0,112.5,0.0009765625
615,001001100001011110,0,112.75,0.0009765625
646,110001001001111101,0,122.75,0.0009765625
647,001101001001111101,0,122.75,0.0009765625
659,100011100001000100,0,123.0,0.0009765625
663,100101001001001100,0,123.0,0.0009765625
683,100000001001111100,0,133.0,0.0009765625
703,000111001001101011,0,133.0,0.0009765625
745,000001100001010001,0,143.5,0.0009765625
760,010111001001100101,0,153.5,0.0009765625
771,100011001001000001,0,153.75,0.0009765625
796,001001100001011101,0,164.0,0.0009765625
808,110101100001010100,0,174.25,0.0009765625
858,110011001001001001,0,194.75,0.0009765625
863,011100100001011111,0,194.75,0.0009765625
880,001011100001011011,0,205.0,0.0009765625
929,110101100001111011,0,235.5,0.0009765625
