index,bitstring,cost,energy,probability
4,110110001001010101000,0,1081.0,0.0009765625
22,000010001001011011011,0,1581.5,0.0009765625
42,010010001001011110001,0,1831.75,0.0009765625
49,110001100001100010000,0,1921.75,0.0009765625
61,100110100001001000110,0,2002.0,0.0009765625
62,101100100001001110110,0,2002.0,0.0009765625
77,101100100001111010001,0,2252.0,0.0009765625
112,100000001001100111100,0,2422.25,0.0009765625
322,011101001001100000100,0,3673.5,0.0009765625
475,011101100001000010110,0,4504.5,0.0009765625
611,111011001001000110011,0,5255.25,0.0009765625
670,110111001001110011100,0,5755.5,0.0009765625
731,111111001001010101100,0,6086.0,0.0009765625
916,011111100001111101101,0,7507.25,0.0009765625
