index,bitstring,cost,energy,probability
2,011000100001111010011111,50,800.75,0.0009765625
4,110000100001010000010100,50,851.0,0.0009765625
5,011100100001001000000110,50,901.0,0.0009765625
10,010010100001111001110101,50,1001.0,0.0009765625
12,001100001001000001010110,50,1001.25,0.0009765625
35,010110100001110011000010,50,1501.75,0.0009765625
38,000111001001101001100000,50,1551.75,0.0009765625
64,010010001001011101101110,50,1752.0,0.0009765625
71,000100001001111111001001,50,1802.0,0.0009765625
85,110100001001100100110001,50,1852.25,0.0009765625
116,000010001001010110011000,50,2052.5,0.0009765625
123,110000001001100000001011,50,2052.5,0.0009765625
166,001000001001110011101110,50,2302.75,0.0009765625
169,011100100001001110011011,50,2302.75,0.0009765625
211,001001001001001100011010,50,2503.0,0.0009765625
227,101010001001101010010111,50,2553.0,0.0009765625
242,010011001001010111001010,50,2653.25,0.0009765625
256,000010100001001110111100,50,2703.25,0.0009765625
386,100001100001100010010101,50,3254.0,0.0009765625
387,100100100001010111010011,50,3254.0,0.0009765625
477,010110100001100110010111,50,3654.5,0.0009765625
594,011100001001000110110101,50,4205.25,0.0009765625
705,110110100001011110111111,50,4755.75,0.0009765625
790,100001001001001010111111,50,5506.75,0.0009765625
826,100111100001110000011011,50,5907.25,0.0009765625
944,111111100001101001001110,50,7959.75,0.0009765625
968,111001001001000100010111,50,8610.75,0.0009765625
