bitstring,energy,prob
11100,13.09037222002324,9.765625e-05
11110,7.136129710583916,9.765625e-05
10011,5.0,0.0009765625
01110,3.1818872011445904,0.0001953125
11101,7.136129710583916,0.00048828125
00110,3.0906190582894566,0.0005859375
01011,3.6788256134044524,0.00078125
01100,6.136129710583916,0.00185546875
01111,1.2276446917052652,0.01767578125
00111,4.4885590669614945,0.00771484375
11011,1.031008131515815,0.42392578125
00000,4.0,0.0001953125
11010,1.3831906496271777,0.03017578125
00101,2.0906190582894566,0.4318359375
10111,2.090619058289457,0.01103515625
10010,2.0,0.0033203125
00001,7.0,0.00048828125
10101,2.6926790496174196,0.00166015625
11000,4.7353731677385404,0.0001953125
00100,2.692679049617419,0.0025390625
11001,2.3831906496271777,0.00693359375
10001,3.0,0.0140625
01010,2.031008131515815,0.00029296875
10000,2.0,0.000390625
10110,2.6926790496174196,0.00146484375
01101,2.1818872011445904,0.01806640625
01001,2.031008131515815,0.01787109375
11111,3.1818872011445904,0.005078125
