index,bitstring,energy,probability
5,000100001001100010,40.75,0.0009765625
8,111100001001100110,40.75,0.0009765625
15,001110001001010100,41.0,0.0009765625
17,010010100001011110,41.0,0.0009765625
40,000000001001010100,51.25,0.0009765625
57,100001001001101010,61.25,0.0009765625
74,000011100001011100,61.5,0.0009765625
133,110100001001011110,71.75,0.0009765625
134,000100100001010001,71.75,0.0009765625
149,000101001001111100,81.75,0.0009765625
156,001101001001110110,81.75,0.0009765625
217,001000100001110110,92.0,0.0009765625
232,101000001001101111,92.0,0.0009765625
323,010111100001101110,112.5,0.0009765625
398,111010001001111101,122.75,0.0009765625
470,110101001001011000,133.25,0.0009765625
490,011110100001010101,133.25,0.0009765625
573,100010001001111100,153.5,0.0019531250000000004
608,100011100001000110,153.75,0.0009765625
773,111001001001110011,194.5,0.0009765625
856,110101100001101011,225.25,0.0009765625
958,110011100001001111,317.75,0.0009765625
976,011011100001010111,338.25,0.0009765625
