index,bitstring,cost,energy,probability
17,001110100001010000100001,149,1845.5,0.0009765625
88,010010001001110101011000,149,2593.0,0.0009765625
112,100011100001111110011001,149,2693.0,0.0009765625
218,101110001001010011100110,149,3341.75,0.0009765625
228,110001001001011101101010,149,3441.75,0.0009765625
305,110110001001110000100011,149,3790.0,0.0009765625
368,001111001001111000110000,149,4189.25,0.0009765625
372,100110001001111000111100,149,4189.25,0.0009765625
535,111110001001110010001100,149,4987.0,0.0009765625
773,111110001001001111100111,149,6982.75,0.0009765625
844,011111001001101001010001,149,8029.5,0.0009765625
849,110110001001111110111101,149,8079.5,0.0009765625
895,100101100001010111110011,149,8728.25,0.0009765625
911,110101100001010011100101,149,9027.5,0.0009765625
960,011101001001110001010101,149,10373.5,0.0009765625
