index,bitstring,cost,energy,probability
1,000000100001001100101,0,500.5,0.0009765625
6,000000100001001101101,0,750.75,0.0009765625
7,001000100001001100111,0,750.75,0.0009765625
13,011010100001000101000,0,1001.0,0.0009765625
26,110011001001110000000,0,1251.0,0.0009765625
28,000100001001111110010,0,1251.0,0.0009765625
32,000000001001111101110,0,1251.0,0.0009765625
53,010010100001010010101,0,1331.25,0.0009765625
62,000101001001111100010,0,1501.25,0.0009765625
68,000010100001000001010,0,1501.5,0.0009765625
77,111000100001011111000,0,1581.5,0.0009765625
89,100000100001110101101,0,1751.5,0.0009765625
106,010000100001001100011,0,1751.75,0.0009765625
108,100111100001011000000,0,1831.75,0.0009765625
112,000010100001011110100,0,1831.75,0.0009765625
131,001000001001101001010,0,1921.75,0.0009765625
146,001111100001111000001,0,2001.75,0.0009765625
150,101000100001111101101,0,2001.75,0.0009765625
157,000000001001001111100,0,2002.0,0.0009765625
168,001100100001000010011,0,2002.0,0.0009765625
181,011000100001011111101,0,2082.0,0.0009765625
208,011010001001001100010,0,2252.25,0.0009765625
231,011000001001010101110,0,2332.25,0.0009765625
259,111010100001110110110,0,2502.25,0.0009765625
271,100100100001001011110,0,2502.5,0.0009765625
276,000111001001001000011,0,2502.5,0.0009765625
278,110000100001001101111,0,2502.5,0.0009765625
280,111010100001011001000,0,2582.5,0.0009765625
297,011010100001101001100,0,2672.5,0.0009765625
311,011010001001111100000,0,2752.5,0.0009765625
339,110100001001000011110,0,2752.75,0.0009765625
365,100001001001011111011,0,2832.75,0.0009765625
390,110110001001000101100,0,3003.0,0.0009765625
392,111101100001000010010,0,3003.0,0.0009765625
403,100001100001000100011,0,3003.0,0.0009765625
415,011101100001010000001,0,3083.0,0.0009765625
426,110100100001100100011,0,3173.0,0.0009765625
456,011100001001001110101,0,3253.25,0.0009765625
463,100110100001011101100,0,3333.25,0.0009765625
464,011000001001011011100,0,3333.25,0.0009765625
509,000100100001110101111,0,3503.25,0.0009765625
546,001101100001011101011,0,3583.5,0.0009765625
555,010001001001101110110,0,3673.5,0.0009765625
607,010001001001110101110,0,4003.75,0.0009765625
767,011111001001111001001,0,4754.5,0.0009765625
885,010111001001000010101,0,5755.75,0.0009765625
913,011111100001001101011,0,6006.0,0.0009765625
939,111110100001000101111,0,6256.25,0.0009765625
954,111110100001100011111,0,6426.25,0.0009765625
1000,011101100001100010111,0,7677.5,0.0009765625
