index,bitstring,cost,energy,probability
1,1000000010010110010,10,30.75,0.0009765625
4,0010001000011100001,10,40.75,0.0009765625
44,1011001000011000110,10,71.5,0.0009765625
48,1011001000011101110,10,71.5,0.0009765625
56,1001001000010101100,10,71.75,0.0009765625
102,0001010010011001010,10,92.0,0.0009765625
115,0010100010010000000,10,92.25,0.0009765625
117,1001010010010010000,10,92.25,0.0009765625
136,0011110010011011000,10,102.25,0.0009765625
140,1100111000011101100,10,102.25,0.0009765625
152,1000110010011100001,10,102.25,0.0009765625
210,1100000010011000101,10,122.75,0.0009765625
217,1010101000010100010,10,123.0,0.0009765625
231,1111010010011011100,10,133.0,0.0009765625
251,1010101000011111101,10,133.0,0.0009765625
262,0011100010010101110,10,133.25,0.0009765625
268,0001100010011011000,10,143.25,0.0009765625
270,1101011000011000010,10,143.25,0.0009765625
311,1000001000011111100,10,153.5,0.0009765625
320,0100100010011111101,10,153.5,0.0009765625
343,1010101000011111011,10,163.75,0.0009765625
381,1101111000011101010,10,184.25,0.0009765625
390,1010011000011110101,10,184.25,0.0009765625
423,0010110010011111101,10,194.5,0.0009765625
426,1011100010011010011,10,194.5,0.0009765625
436,0001100010010001001,10,194.75,0.0009765625
473,0101101000011101101,10,215.0,0.0009765625
474,0111000010011011101,10,215.0,0.0009765625
499,0110000010010000110,10,225.5,0.0009765625
543,0110010010010000100,10,246.0,0.0009765625
553,1110010010011000001,10,256.0,0.0009765625
572,1110111000010011100,10,266.5,0.0009765625
588,1011111000010010010,10,276.75,0.0009765625
633,1001100010010111101,10,307.5,0.0009765625
638,1001010010011010011,10,317.5,0.0009765625
657,1011110010010100110,10,328.0,0.0009765625
663,1111100010011001011,10,338.0,0.0009765625
699,1010101000010110011,10,358.75,0.0009765625
705,1010111000010100001,10,369.0,0.0009765625
740,1100000010010101101,10,410.0,0.0009765625
755,0011110010010101001,10,430.5,0.0009765625
772,0111100010011111111,10,450.75,0.0009765625
829,0101001000010010101,10,533.0,0.0009765625
833,1001010010010000101,10,543.25,0.0009765625
865,1111100010010011101,10,584.25,0.0009765625
875,1111110010011001011,10,604.5,0.0009765625
905,1100000010010011111,10,676.5,0.0009765625
927,1111111000010010001,10,727.75,0.0009765625
968,1101010010010010101,10,861.0,0.0009765625
1013,1101010010010000111,10,1260.75,0.0009765625
