index,bitstring,cost,energy,probability
0,110000100001000000,0,20.5,0.0009765625
2,010010100001011000,0,20.5,0.0009765625
22,110000001001010010,0,41.0,0.0009765625
56,100110001001110110,0,61.25,0.0009765625
76,100011001001010000,0,61.5,0.0009765625
98,010011001001101100,0,71.5,0.0009765625
100,010110100001111100,0,71.5,0.0009765625
123,010001100001001000,0,71.75,0.0009765625
144,100101001001100100,0,81.75,0.0009765625
152,000010001001101010,0,81.75,0.0009765625
248,000010001001000111,0,92.25,0.0009765625
295,001011100001101101,0,102.25,0.0009765625
323,011010001001011110,0,102.5,0.0009765625
338,111101100001111100,0,112.5,0.0009765625
359,000011001001110111,0,112.5,0.0009765625
385,010000100001000011,0,112.75,0.0009765625
387,001010001001011111,0,112.75,0.0009765625
445,111110100001010110,0,123.0,0.0009765625
587,100001100001101111,0,153.5,0.0009765625
636,010001001001111011,0,163.75,0.0009765625
729,000111001001000001,0,184.5,0.0009765625
733,000001100001000101,0,184.5,0.0009765625
762,101011001001101111,0,194.5,0.0009765625
801,101110100001000111,0,205.0,0.0009765625
803,101010001001101000,0,215.0,0.0009765625
872,110101001001011110,0,235.75,0.0009765625
873,110001001001000101,0,235.75,0.0009765625
1002,011111100001010011,0,399.75,0.0009765625
